date,sp500_big_oi,sp500_big_noncomm_net,sp500_big_comm_net,sp500_big_cot_index_mm,sp500_emini_oi,sp500_emini_noncomm_net,sp500_emini_comm_net,sp500_emini_cot_index_mm,ndx_big_oi,ndx_big_noncomm_net,ndx_big_comm_net,ndx_big_cot_index_mm,ndx_mini_oi,ndx_mini_noncomm_net,ndx_mini_comm_net,ndx_mini_cot_index_mm
1986-01-15,61706.0,3063.0,-3.0,3066.0,,,,,,,,,,,,
1986-01-31,63660.0,-3019.0,4336.0,-7355.0,,,,,,,,,,,,
1986-02-14,70245.0,-207.0,5617.0,-5824.0,,,,,,,,,,,,
1986-02-28,86224.0,-517.0,1159.0,-1676.0,,,,,,,,,,,,
1986-03-14,104988.0,6461.0,-15342.0,21803.0,,,,,,,,,,,,
1986-03-31,78431.0,4885.0,-16176.0,21061.0,,,,,,,,,,,,
1986-04-15,73906.0,3811.0,-8438.0,12249.0,,,,,,,,,,,,
1986-04-30,73268.0,5902.0,-9331.0,15233.0,,,,,,,,,,,,
1986-05-15,101663.0,-5237.0,9393.0,-14630.0,,,,,,,,,,,,
1986-05-30,99371.0,2038.0,4072.0,-2034.0,,,,,,,,,,,,
1986-06-13,103091.0,-6174.0,9104.0,-15278.0,,,,,,,,,,,,
1986-06-30,83100.0,-1944.0,-923.0,-1021.0,,,,,,,,,,,,
1986-07-15,104426.0,-6663.0,5378.0,-12041.0,,,,,,,,,,,,
1986-07-31,112015.0,-7158.0,538.0,-7696.0,,,,,,,,,,,,
1986-08-15,108379.0,-904.0,4065.0,-4969.0,,,,,,,,,,,,
1986-08-29,107016.0,858.0,5704.0,-4846.0,,,,,,,,,,,,
1986-09-15,136713.0,3880.0,-8075.0,11955.0,,,,,,,,,,,,
1986-09-30,125304.0,-12637.0,16417.0,-29054.0,,,,,,,,,,,,
1986-10-15,136529.0,-12496.0,19274.0,-31770.0,,,,,,,,,,,,
1986-10-31,138262.0,-11819.0,16109.0,-27928.0,,,,,,,,,,,,
1986-11-14,143111.0,-16469.0,27508.0,-43977.0,,,,,,,,,,,,
1986-11-28,144347.0,-4419.0,14178.0,-18597.0,,,,,,,,,,,,
1986-12-15,142399.0,-2325.0,2633.0,-4958.0,,,,,,,,,,,,
1986-12-31,95433.0,-2571.0,457.0,-3028.0,,,,,,,,,,,,
1987-01-15,114397.0,-8839.0,17185.0,-26024.0,,,,,,,,,,,,
1987-01-30,107929.0,-10605.0,16771.0,-27376.0,,,,,,,,,,,,
1987-02-13,117480.0,-9743.0,12732.0,-22475.0,,,,,,,,,,,,
1987-02-27,123021.0,-6809.0,11201.0,-18010.0,,,,,,,,,,,,
1987-03-13,128619.0,-8051.0,20096.0,-28147.0,,,,,,,,,,,,
1987-03-31,97673.0,-8603.0,8681.0,-17284.0,,,,,,,,,,,,
1987-04-15,112594.0,-12682.0,5481.0,-18163.0,,,,,,,,,,,,
1987-04-30,121860.0,-6774.0,2121.0,-8895.0,,,,,,,,,,,,
1987-05-15,124892.0,-11308.0,11494.0,-22802.0,,,,,,,,,,,,
1987-05-29,128356.0,-10701.0,6426.0,-17127.0,,,,,,,,,,,,
1987-06-15,143775.0,-13225.0,11570.0,-24795.0,,,,,,,,,,,,
1987-06-30,109452.0,-1296.0,3931.0,-5227.0,,,,,,,,,,,,
1987-07-15,117192.0,-3450.0,15294.0,-18744.0,,,,,,,,,,,,
1987-07-31,115389.0,-7252.0,23556.0,-30808.0,,,,,,,,,,,,
1987-08-14,127849.0,-3523.0,77.0,-3600.0,,,,,,,,,,,,
1987-08-31,129539.0,-3480.0,-4179.0,699.0,,,,,,,,,,,,
1987-09-15,139638.0,-4423.0,2339.0,-6762.0,,,,,,,,,,,,
1987-09-30,114182.0,596.0,-5345.0,5941.0,,,,,,,,,,,,
1987-10-15,133696.0,15.0,-1078.0,1093.0,,,,,,,,,,,,
1987-10-30,152340.0,-520.0,2012.0,-2532.0,,,,,,,,,,,,
1987-11-13,138116.0,-6238.0,5086.0,-11324.0,,,,,,,,,,,,
1987-11-30,139887.0,-8876.0,7173.0,-16049.0,,,,,,,,,,,,
1987-12-15,141640.0,-5950.0,-617.0,-5333.0,,,,,,,,,,,,
1987-12-31,107973.0,-4447.0,9688.0,-14135.0,,,,,,,,,,,,
1988-01-15,115038.0,-6749.0,6852.0,-13601.0,,,,,,,,,,,,
1988-01-29,118583.0,-3921.0,4729.0,-8650.0,,,,,,,,,,,,
1988-02-12,120699.0,-4390.0,6188.0,-10578.0,,,,,,,,,,,,
1988-02-29,122741.0,-2923.0,3597.0,-6520.0,,,,,,,,,,,,
1988-03-15,125577.0,-4931.0,7872.0,-12803.0,,,,,,,,,,,,
1988-03-31,110129.0,-8372.0,14049.0,-22421.0,,,,,,,,,,,,
1988-04-15,115113.0,-9799.0,17394.0,-27193.0,,,,,,,,,,,,
1988-04-29,116738.0,-5089.0,9856.0,-14945.0,,,,,,,,,,,,
1988-05-13,130735.0,-3158.0,7191.0,-10349.0,,,,,,,,,,,,
1988-05-31,134175.0,-6463.0,6516.0,-12979.0,,,,,,,,,,,,
1988-06-15,129615.0,-4705.0,1466.0,-6171.0,,,,,,,,,,,,
1988-06-30,98175.0,-1602.0,585.0,-2187.0,,,,,,,,,,,,
1988-07-15,102272.0,-4025.0,3492.0,-7517.0,,,,,,,,,,,,
1988-07-29,114248.0,2024.0,35.0,1989.0,,,,,,,,,,,,
1988-08-15,118618.0,-441.0,1021.0,-1462.0,,,,,,,,,,,,
1988-08-31,119496.0,-927.0,3146.0,-4073.0,,,,,,,,,,,,
1988-09-15,132982.0,-2290.0,8237.0,-10527.0,,,,,,,,,,,,
1988-09-30,114434.0,-4791.0,7847.0,-12638.0,,,,,,,,,,,,
1988-10-14,121990.0,-5754.0,9053.0,-14807.0,,,,,,,,,,,,
1988-10-31,125889.0,-3743.0,12628.0,-16371.0,,,,,,,,,,,,
1988-11-15,137801.0,-4050.0,11217.0,-15267.0,,,,,,,,,,,,
1988-11-30,141766.0,-4885.0,9344.0,-14229.0,,,,,,,,,,,,
1988-12-15,142882.0,-7527.0,14102.0,-21629.0,,,,,,,,,,,,
1988-12-30,120511.0,-3251.0,2424.0,-5675.0,,,,,,,,,,,,
1989-01-13,127207.0,-3186.0,3369.0,-6555.0,,,,,,,,,,,,
1989-01-31,139535.0,1275.0,-3704.0,4979.0,,,,,,,,,,,,
1989-02-15,135255.0,-1233.0,6013.0,-7246.0,,,,,,,,,,,,
1989-02-28,135398.0,-10054.0,18633.0,-28687.0,,,,,,,,,,,,
1989-03-15,143601.0,-11000.0,17780.0,-28780.0,,,,,,,,,,,,
1989-03-31,134158.0,-11050.0,21294.0,-32344.0,,,,,,,,,,,,
1989-04-14,136087.0,-12432.0,17532.0,-29964.0,,,,,,,,,,,,
1989-04-28,136181.0,-6666.0,9745.0,-16411.0,,,,,,,,,,,,
1989-05-15,142708.0,-8674.0,13429.0,-22103.0,,,,,,,,,,,,
1989-05-31,140287.0,-5344.0,4620.0,-9964.0,,,,,,,,,,,,
1989-06-15,146701.0,-11624.0,15719.0,-27343.0,,,,,,,,,,,,
1989-06-30,110764.0,-10621.0,15727.0,-26348.0,,,,,,,,,,,,
1989-07-14,116089.0,-7101.0,8504.0,-15605.0,,,,,,,,,,,,
1989-07-31,122096.0,-1124.0,-940.0,-184.0,,,,,,,,,,,,
1989-08-15,129793.0,-5519.0,2282.0,-7801.0,,,,,,,,,,,,
1989-08-31,135826.0,-9816.0,6094.0,-15910.0,,,,,,,,,,,,
1989-09-15,144553.0,-10736.0,11705.0,-22441.0,,,,,,,,,,,,
1989-09-29,123256.0,-11569.0,12230.0,-23799.0,,,,,,,,,,,,
1989-10-13,125604.0,-14786.0,19144.0,-33930.0,,,,,,,,,,,,
1989-10-31,126768.0,-17546.0,28586.0,-46132.0,,,,,,,,,,,,
1989-11-15,127192.0,-14390.0,22554.0,-36944.0,,,,,,,,,,,,
1989-11-30,124470.0,-15997.0,20138.0,-36135.0,,,,,,,,,,,,
1989-12-15,139099.0,-11493.0,15707.0,-27200.0,,,,,,,,,,,,
1989-12-29,107195.0,-7377.0,6233.0,-13610.0,,,,,,,,,,,,
1990-01-15,111547.0,-9197.0,12737.0,-21934.0,,,,,,,,,,,,
1990-01-31,117579.0,-13235.0,17369.0,-30604.0,,,,,,,,,,,,
1990-02-15,122619.0,-16364.0,18340.0,-34704.0,,,,,,,,,,,,
1990-02-28,130380.0,-20013.0,27700.0,-47713.0,,,,,,,,,,,,
1990-03-15,138744.0,-19745.0,27662.0,-47407.0,,,,,,,,,,,,
1990-03-30,113762.0,-22680.0,31807.0,-54487.0,,,,,,,,,,,,
1990-04-12,114001.0,-20851.0,29963.0,-50814.0,,,,,,,,,,,,
1990-04-30,127944.0,-20507.0,33422.0,-53929.0,,,,,,,,,,,,
1990-05-15,127951.0,-13587.0,19822.0,-33409.0,,,,,,,,,,,,
1990-05-31,127765.0,-8785.0,7416.0,-16201.0,,,,,,,,,,,,
1990-06-15,135360.0,-5463.0,4568.0,-10031.0,,,,,,,,,,,,
1990-06-29,105589.0,-9511.0,9911.0,-19422.0,,,,,,,,,,,,
1990-07-13,113812.0,-6434.0,5581.0,-12015.0,,,,,,,,,,,,
1990-07-31,117966.0,-10750.0,11045.0,-21795.0,,,,,,,,,,,,
1990-08-15,129236.0,-20243.0,23779.0,-44022.0,,,,,,,,,,,,
1990-08-31,147876.0,-24981.0,29811.0,-54792.0,,,,,,,,,,,,
1990-09-14,167790.0,-28332.0,37994.0,-66326.0,,,,,,,,,,,,
1990-09-28,152851.0,-25280.0,32796.0,-58076.0,,,,,,,,,,,,
1990-10-15,154140.0,-30059.0,33674.0,-63733.0,,,,,,,,,,,,
1990-10-31,154189.0,-31594.0,37980.0,-69574.0,,,,,,,,,,,,
1990-11-15,155986.0,-28148.0,28899.0,-57047.0,,,,,,,,,,,,
1990-11-30,159403.0,-25045.0,24246.0,-49291.0,,,,,,,,,,,,
1990-12-14,171382.0,-30062.0,32925.0,-62987.0,,,,,,,,,,,,
1990-12-31,140146.0,-20810.0,26835.0,-47645.0,,,,,,,,,,,,
1991-01-15,144578.0,-27389.0,31135.0,-58524.0,,,,,,,,,,,,
1991-01-31,155103.0,-24214.0,27224.0,-51438.0,,,,,,,,,,,,
1991-02-15,170879.0,-25841.0,22576.0,-48417.0,,,,,,,,,,,,
1991-02-28,172685.0,-21414.0,20123.0,-41537.0,,,,,,,,,,,,
1991-03-15,177255.0,-19682.0,19887.0,-39569.0,,,,,,,,,,,,
1991-03-28,138922.0,-15726.0,9384.0,-25110.0,,,,,,,,,,,,
1991-04-15,146400.0,-18971.0,18258.0,-37229.0,,,,,,,,,,,,
1991-04-30,154272.0,-21646.0,16856.0,-38502.0,,,,,,,,,,,,
1991-05-15,160614.0,-28078.0,27879.0,-55957.0,,,,,,,,,,,,
1991-05-31,161127.0,-26520.0,19092.0,-45612.0,,,,,,,,,,,,
1991-06-14,161529.0,-13713.0,6341.0,-20054.0,,,,,,,,,,,,
1991-06-28,140709.0,-16909.0,14042.0,-30951.0,,,,,,,,,,,,
1991-07-15,142353.0,-21147.0,17956.0,-39103.0,,,,,,,,,,,,
1991-07-31,147454.0,-19803.0,19206.0,-39009.0,,,,,,,,,,,,
1991-08-15,152911.0,-21877.0,17625.0,-39502.0,,,,,,,,,,,,
1991-08-30,154842.0,-20288.0,16409.0,-36697.0,,,,,,,,,,,,
1991-09-16,158996.0,-29096.0,19633.0,-48729.0,,,,,,,,,,,,
1991-09-30,139740.0,-22671.0,19339.0,-42010.0,,,,,,,,,,,,
1991-10-15,142961.0,-23885.0,20908.0,-44793.0,,,,,,,,,,,,
1991-10-31,146004.0,-21603.0,16811.0,-38414.0,,,,,,,,,,,,
1991-11-15,151859.0,-21217.0,22664.0,-43881.0,,,,,,,,,,,,
1991-11-29,165098.0,-17143.0,14787.0,-31930.0,,,,,,,,,,,,
1991-12-13,166536.0,-18500.0,14551.0,-33051.0,,,,,,,,,,,,
1991-12-31,140849.0,-14944.0,14573.0,-29517.0,,,,,,,,,,,,
1992-01-15,149080.0,2305.0,-5652.0,7957.0,,,,,,,,,,,,
1992-01-31,146720.0,-1660.0,-1042.0,-618.0,,,,,,,,,,,,
1992-02-14,140731.0,-1264.0,-464.0,-800.0,,,,,,,,,,,,
1992-02-28,142747.0,-7025.0,5493.0,-12518.0,,,,,,,,,,,,
1992-03-13,149027.0,-11414.0,11565.0,-22979.0,,,,,,,,,,,,
1992-03-31,132507.0,-5409.0,6113.0,-11522.0,,,,,,,,,,,,
1992-04-15,139680.0,-5996.0,12697.0,-18693.0,,,,,,,,,,,,
1992-04-30,136910.0,-4270.0,11503.0,-15773.0,,,,,,,,,,,,
1992-05-15,142218.0,-8598.0,14937.0,-23535.0,,,,,,,,,,,,
1992-05-29,150039.0,-4441.0,12679.0,-17120.0,,,,,,,,,,,,
1992-06-15,158778.0,-5683.0,13379.0,-19062.0,,,,,,,,,,,,
1992-06-30,139958.0,-4463.0,5479.0,-9942.0,,,,,,,,,,,,
1992-07-15,152328.0,-3791.0,5555.0,-9346.0,,,,,,,,,,,,
1992-07-31,160760.0,-3569.0,6966.0,-10535.0,,,,,,,,,,,,
1992-08-14,163772.0,-3080.0,2787.0,-5867.0,,,,,,,,,,,,
1992-08-31,168920.0,-4740.0,6100.0,-10840.0,,,,,,,,,,,,
1992-09-15,179089.0,-8047.0,12455.0,-20502.0,,,,,,,,,,,,
1992-09-30,161533.0,-10618.0,15560.0,-26178.0,,,,,,,,,,,,
1992-10-06,170673.0,-13588.0,19011.0,-32599.0,,,,,,,,,,,,
1992-10-13,168709.0,-17318.0,21887.0,-39205.0,,,,,,,,,,,,
1992-10-20,172142.0,-18274.0,23975.0,-42249.0,,,,,,,,,,,,
1992-10-27,171845.0,-18370.0,23850.0,-42220.0,,,,,,,,,,,,
1992-11-03,170693.0,-18197.0,23675.0,-41872.0,,,,,,,,,,,,
1992-11-10,174224.0,-18300.0,25051.0,-43351.0,,,,,,,,,,,,
1992-11-17,177954.0,-18065.0,25350.0,-43415.0,,,,,,,,,,,,
1992-11-24,187605.0,-17842.0,21161.0,-39003.0,,,,,,,,,,,,
1992-12-01,187781.0,-20073.0,23852.0,-43925.0,,,,,,,,,,,,
1992-12-08,189556.0,-20323.0,21396.0,-41719.0,,,,,,,,,,,,
1992-12-15,192806.0,-19112.0,19817.0,-38929.0,,,,,,,,,,,,
1992-12-22,160643.0,-7802.0,8501.0,-16303.0,,,,,,,,,,,,
1992-12-29,160003.0,-9095.0,7578.0,-16673.0,,,,,,,,,,,,
1993-01-05,158463.0,-12351.0,8519.0,-20870.0,,,,,,,,,,,,
1993-01-12,159949.0,-13437.0,10389.0,-23826.0,,,,,,,,,,,,
1993-01-19,165488.0,-14553.0,12548.0,-27101.0,,,,,,,,,,,,
1993-01-26,170592.0,-14238.0,14376.0,-28614.0,,,,,,,,,,,,
1993-02-02,169085.0,-15221.0,16246.0,-31467.0,,,,,,,,,,,,
1993-02-09,172564.0,-16909.0,17556.0,-34465.0,,,,,,,,,,,,
1993-02-16,177623.0,-20435.0,19543.0,-39978.0,,,,,,,,,,,,
1993-02-23,177603.0,-15620.0,8294.0,-23914.0,,,,,,,,,,,,
1993-03-02,179316.0,-12541.0,7219.0,-19760.0,,,,,,,,,,,,
1993-03-09,185765.0,-16025.0,9729.0,-25754.0,,,,,,,,,,,,
1993-03-16,187728.0,-18114.0,12548.0,-30662.0,,,,,,,,,,,,
1993-03-23,164459.0,-16482.0,19627.0,-36109.0,,,,,,,,,,,,
1993-03-30,167038.0,-14136.0,14360.0,-28496.0,,,,,,,,,,,,
1993-04-06,170339.0,-14410.0,10308.0,-24718.0,,,,,,,,,,,,
1993-04-13,172302.0,-13979.0,8004.0,-21983.0,,,,,,,,,,,,
1993-04-20,175702.0,-13735.0,9794.0,-23529.0,,,,,,,,,,,,
1993-04-27,180061.0,-13634.0,9074.0,-22708.0,,,,,,,,,,,,
1993-05-04,178727.0,-18531.0,15001.0,-33532.0,,,,,,,,,,,,
1993-05-11,177997.0,-20979.0,15287.0,-36266.0,,,,,,,,,,,,
1993-05-18,181175.0,-24821.0,25669.0,-50490.0,,,,,,,,,,,,
1993-05-25,185975.0,-19125.0,19785.0,-38910.0,,,,,,,,,,,,
1993-06-01,192159.0,-16971.0,20251.0,-37222.0,,,,,,,,,,,,
1993-06-08,191310.0,-17972.0,12922.0,-30894.0,,,,,,,,,,,,
1993-06-15,200795.0,-16289.0,13046.0,-29335.0,,,,,,,,,,,,
1993-06-22,177913.0,-12392.0,10010.0,-22402.0,,,,,,,,,,,,
1993-06-29,182547.0,-14295.0,7931.0,-22226.0,,,,,,,,,,,,
1993-07-06,181063.0,-20655.0,12061.0,-32716.0,,,,,,,,,,,,
1993-07-13,177703.0,-16034.0,7784.0,-23818.0,,,,,,,,,,,,
1993-07-20,185552.0,-14187.0,6845.0,-21032.0,,,,,,,,,,,,
1993-07-27,184114.0,-11945.0,9473.0,-21418.0,,,,,,,,,,,,
1993-08-03,182169.0,-9313.0,4691.0,-14004.0,,,,,,,,,,,,
1993-08-10,184348.0,-7428.0,3139.0,-10567.0,,,,,,,,,,,,
1993-08-17,187940.0,-8574.0,10088.0,-18662.0,,,,,,,,,,,,
1993-08-24,197888.0,-15164.0,14113.0,-29277.0,,,,,,,,,,,,
1993-08-31,209032.0,-11222.0,9647.0,-20869.0,,,,,,,,,,,,
1993-09-07,219177.0,-17686.0,24041.0,-41727.0,,,,,,,,,,,,
1993-09-14,229659.0,-18048.0,19776.0,-37824.0,,,,,,,,,,,,
1993-09-21,186419.0,-22245.0,26006.0,-48251.0,,,,,,,,,,,,
1993-09-28,183869.0,-21860.0,21330.0,-43190.0,,,,,,,,,,,,
1993-10-05,189660.0,-24526.0,26432.0,-50958.0,,,,,,,,,,,,
1993-10-12,189765.0,-24281.0,25464.0,-49745.0,,,,,,,,,,,,
1993-10-19,196989.0,-22503.0,22565.0,-45068.0,,,,,,,,,,,,
1993-10-26,200778.0,-27974.0,25426.0,-53400.0,,,,,,,,,,,,
1993-11-02,200251.0,-17569.0,19895.0,-37464.0,,,,,,,,,,,,
1993-11-09,198722.0,-22819.0,21006.0,-43825.0,,,,,,,,,,,,
1993-11-16,199552.0,-18146.0,21581.0,-39727.0,,,,,,,,,,,,
1993-11-23,205072.0,-21347.0,25847.0,-47194.0,,,,,,,,,,,,
1993-11-30,202984.0,-21493.0,22465.0,-43958.0,,,,,,,,,,,,
1993-12-07,206617.0,-21412.0,22239.0,-43651.0,,,,,,,,,,,,
1993-12-14,206321.0,-20644.0,19661.0,-40305.0,,,,,,,,,,,,
1993-12-21,178101.0,-13922.0,17148.0,-31070.0,,,,,,,,,,,,
1993-12-28,185230.0,-12878.0,13098.0,-25976.0,,,,,,,,,,,,
1994-01-04,183638.0,-16404.0,13995.0,-30399.0,,,,,,,,,,,,
1994-01-11,188778.0,-16102.0,18261.0,-34363.0,,,,,,,,,,,,
1994-01-18,187401.0,-20211.0,24021.0,-44232.0,,,,,,,,,,,,
1994-01-25,188712.0,-20339.0,20547.0,-40886.0,,,,,,,,,,,,
1994-02-01,193455.0,-21269.0,24789.0,-46058.0,,,,,,,,,,,,
1994-02-08,192200.0,-23613.0,24402.0,-48015.0,,,,,,,,,,,,
1994-02-15,192658.0,-19476.0,17607.0,-37083.0,,,,,,,,,,,,
1994-02-22,196092.0,-25082.0,25135.0,-50217.0,,,,,,,,,,,,
1994-03-01,204398.0,-28920.0,27319.0,-56239.0,,,,,,,,,,,,
1994-03-08,211258.0,-27884.0,31656.0,-59540.0,,,,,,,,,,,,
1994-03-15,238143.0,-24544.0,23178.0,-47722.0,,,,,,,,,,,,
1994-03-22,188604.0,-14224.0,23568.0,-37792.0,,,,,,,,,,,,
1994-03-29,193623.0,-26697.0,30118.0,-56815.0,,,,,,,,,,,,
1994-04-05,193763.0,-25816.0,29393.0,-55209.0,,,,,,,,,,,,
1994-04-12,201433.0,-33883.0,42184.0,-76067.0,,,,,,,,,,,,
1994-04-19,205156.0,-40021.0,52212.0,-92233.0,,,,,,,,,,,,
1994-04-26,203829.0,-33088.0,43702.0,-76790.0,,,,,,,,,,,,
1994-05-03,207400.0,-37092.0,51543.0,-88635.0,,,,,,,,,,,,
1994-05-10,215794.0,-35817.0,48939.0,-84756.0,,,,,,,,,,,,
1994-05-17,222516.0,-37490.0,52592.0,-90082.0,,,,,,,,,,,,
1994-05-24,222250.0,-39677.0,57677.0,-97354.0,,,,,,,,,,,,
1994-05-31,229864.0,-37391.0,54471.0,-91862.0,,,,,,,,,,,,
1994-06-07,243706.0,-38025.0,53847.0,-91872.0,,,,,,,,,,,,
1994-06-14,251049.0,-36286.0,56641.0,-92927.0,,,,,,,,,,,,
1994-06-21,204438.0,-37574.0,51851.0,-89425.0,,,,,,,,,,,,
1994-06-28,210172.0,-39173.0,50615.0,-89788.0,,,,,,,,,,,,
1994-07-05,209608.0,-42021.0,53605.0,-95626.0,,,,,,,,,,,,
1994-07-12,217383.0,-41250.0,53686.0,-94936.0,,,,,,,,,,,,
1994-07-19,219612.0,-29452.0,44440.0,-73892.0,,,,,,,,,,,,
1994-07-26,218769.0,-31052.0,44387.0,-75439.0,,,,,,,,,,,,
1994-08-02,215238.0,-25933.0,38623.0,-64556.0,,,,,,,,,,,,
1994-08-09,216293.0,-27844.0,40639.0,-68483.0,,,,,,,,,,,,
1994-08-16,231523.0,-28838.0,43452.0,-72290.0,,,,,,,,,,,,
1994-08-23,237536.0,-32526.0,46859.0,-79385.0,,,,,,,,,,,,
1994-08-30,242339.0,-29526.0,40232.0,-69758.0,,,,,,,,,,,,
1994-09-06,252321.0,-36060.0,47265.0,-83325.0,,,,,,,,,,,,
1994-09-13,259574.0,-40617.0,50535.0,-91152.0,,,,,,,,,,,,
1994-09-20,212352.0,-34253.0,51966.0,-86219.0,,,,,,,,,,,,
1994-09-27,214185.0,-40209.0,53271.0,-93480.0,,,,,,,,,,,,
1994-10-04,225137.0,-39304.0,53923.0,-93227.0,,,,,,,,,,,,
1994-10-11,225434.0,-33065.0,49289.0,-82354.0,,,,,,,,,,,,
1994-10-18,225867.0,-24363.0,42741.0,-67104.0,,,,,,,,,,,,
1994-10-25,240180.0,-27692.0,43503.0,-71195.0,,,,,,,,,,,,
1994-11-01,222540.0,-16440.0,33683.0,-50123.0,,,,,,,,,,,,
1994-11-08,234622.0,-16598.0,29707.0,-46305.0,,,,,,,,,,,,
1994-11-15,239320.0,-17763.0,32597.0,-50360.0,,,,,,,,,,,,
1994-11-22,259358.0,-15799.0,24010.0,-39809.0,,,,,,,,,,,,
1994-11-29,261094.0,-21137.0,35012.0,-56149.0,,,,,,,,,,,,
1994-12-06,273198.0,-22407.0,34576.0,-56983.0,,,,,,,,,,,,
1994-12-13,291218.0,-14799.0,32461.0,-47260.0,,,,,,,,,,,,
1994-12-20,212579.0,-19242.0,42219.0,-61461.0,,,,,,,,,,,,
1994-12-27,211915.0,-17138.0,38098.0,-55236.0,,,,,,,,,,,,
1995-01-03,211544.0,-16102.0,34806.0,-50908.0,,,,,,,,,,,,
1995-01-10,212721.0,-15561.0,34365.0,-49926.0,,,,,,,,,,,,
1995-01-17,214694.0,-16686.0,38452.0,-55138.0,,,,,,,,,,,,
1995-01-24,212944.0,-18936.0,41282.0,-60218.0,,,,,,,,,,,,
1995-01-31,211417.0,-15746.0,35373.0,-51119.0,,,,,,,,,,,,
1995-02-07,217877.0,-20559.0,38655.0,-59214.0,,,,,,,,,,,,
1995-02-14,220228.0,-21997.0,45476.0,-67473.0,,,,,,,,,,,,
1995-02-21,223668.0,-20434.0,42874.0,-63308.0,,,,,,,,,,,,
1995-02-28,226123.0,-16727.0,37408.0,-54135.0,,,,,,,,,,,,
1995-03-07,233951.0,-16101.0,41450.0,-57551.0,,,,,,,,,,,,
1995-03-14,248539.0,-11854.0,32551.0,-44405.0,,,,,,,,,,,,
1995-03-21,197941.0,-12175.0,33992.0,-46167.0,,,,,,,,,,,,
1995-03-28,199904.0,-13713.0,30107.0,-43820.0,,,,,,,,,,,,
1995-04-04,202012.0,-13944.0,29675.0,-43619.0,,,,,,,,,,,,
1995-04-11,207734.0,-17507.0,35034.0,-52541.0,,,,,,,,,,,,
1995-04-18,215123.0,-21494.0,40074.0,-61568.0,,,,,,,,,,,,
1995-04-25,214212.0,-19577.0,37960.0,-57537.0,,,,,,,,,,,,
1995-05-02,212708.0,-18186.0,34543.0,-52729.0,,,,,,,,,,,,
1995-05-09,222645.0,-20012.0,36536.0,-56548.0,,,,,,,,,,,,
1995-05-16,225257.0,-19474.0,34926.0,-54400.0,,,,,,,,,,,,
1995-05-23,221594.0,-24944.0,40915.0,-65859.0,,,,,,,,,,,,
1995-05-30,221375.0,-30250.0,42755.0,-73005.0,,,,,,,,,,,,
1995-06-06,237748.0,-32799.0,45746.0,-78545.0,,,,,,,,,,,,
1995-06-13,250698.0,-32654.0,46475.0,-79129.0,,,,,,,,,,,,
1995-06-20,202202.0,-24337.0,39362.0,-63699.0,,,,,,,,,,,,
1995-06-27,209129.0,-22094.0,34370.0,-56464.0,,,,,,,,,,,,
1995-07-03,201433.0,-18904.0,26312.0,-45216.0,,,,,,,,,,,,
1995-07-11,211511.0,-12278.0,21547.0,-33825.0,,,,,,,,,,,,
1995-07-18,211628.0,-15031.0,24715.0,-39746.0,,,,,,,,,,,,
1995-07-25,211563.0,-10307.0,20675.0,-30982.0,,,,,,,,,,,,
1995-08-01,211342.0,-13451.0,24235.0,-37686.0,,,,,,,,,,,,
1995-08-08,209831.0,-15211.0,25616.0,-40827.0,,,,,,,,,,,,
1995-08-15,210408.0,-14642.0,25011.0,-39653.0,,,,,,,,,,,,
1995-08-22,210708.0,-14281.0,24135.0,-38416.0,,,,,,,,,,,,
1995-08-29,214355.0,-12943.0,22624.0,-35567.0,,,,,,,,,,,,
1995-09-05,218893.0,-14182.0,19473.0,-33655.0,,,,,,,,,,,,
1995-09-12,237031.0,-16576.0,18787.0,-35363.0,,,,,,,,,,,,
1995-09-19,185375.0,-9790.0,15549.0,-25339.0,,,,,,,,,,,,
1995-09-26,186291.0,-8973.0,14648.0,-23621.0,,,,,,,,,,,,
1995-10-03,192924.0,-9527.0,16445.0,-25972.0,,,,,,,,,,,,
1995-10-10,202153.0,-7529.0,14827.0,-22356.0,,,,,,,,,,,,
1995-10-17,202359.0,-6836.0,9408.0,-16244.0,,,,,,,,,,,,
1995-10-24,203012.0,-4632.0,9717.0,-14349.0,,,,,,,,,,,,
1995-10-31,214273.0,-5262.0,11325.0,-16587.0,,,,,,,,,,,,
1995-11-07,212361.0,-5728.0,10142.0,-15870.0,,,,,,,,,,,,
1995-11-14,217079.0,-6606.0,9990.0,-16596.0,,,,,,,,,,,,
1995-11-21,226160.0,-4734.0,5320.0,-10054.0,,,,,,,,,,,,
1995-11-28,234610.0,-5813.0,3337.0,-9150.0,,,,,,,,,,,,
1995-12-05,235860.0,-8312.0,1061.0,-9373.0,,,,,,,,,,,,
1995-12-12,246890.0,-1466.0,-8917.0,7451.0,,,,,,,,,,,,
1995-12-19,201612.0,-6788.0,6058.0,-12846.0,,,,,,,,,,,,
1995-12-26,199094.0,-5384.0,2081.0,-7465.0,,,,,,,,,,,,
1996-01-02,202155.0,-8916.0,4221.0,-13137.0,,,,,,,,,,,,
1996-01-09,208774.0,-12471.0,6808.0,-19279.0,,,,,,,,,,,,
1996-01-16,206707.0,-12804.0,10166.0,-22970.0,,,,,,,,,,,,
1996-01-23,199613.0,-14879.0,15317.0,-30196.0,,,,,,,,,,,,
1996-01-30,200973.0,-12171.0,9949.0,-22120.0,,,,,,,,,,,,
1996-02-06,204624.0,-10469.0,9075.0,-19544.0,,,,,,,,,,,,
