date,personal_income,real_disposable_income,personal_saving_rate_pct
2022-05-01,21907.2,16103.0,2.6
2022-06-01,22011.1,16062.9,2.2
2022-07-01,22218.4,16270.4,3.3
2022-08-01,22357.1,16367.3,3.2
2022-09-01,22487.0,16423.8,3.4
2022-10-01,22636.4,16476.3,3.4
2022-11-01,22705.7,16502.7,3.8
2022-12-01,22800.5,16578.2,4.2
2023-01-01,22965.0,16906.9,4.9
2023-02-01,23113.0,16998.2,5.5
2023-03-01,23248.0,17098.8,6.0
2023-04-01,23359.9,17135.3,5.8
2023-05-01,23468.5,17196.7,6.1
2023-06-01,23556.2,17216.3,5.8
2023-07-01,23635.2,17250.6,5.5
2023-08-01,23737.7,17275.3,5.6
2023-09-01,23833.1,17282.2,5.3
2023-10-01,23919.7,17341.3,5.4
2023-11-01,24038.2,17427.1,5.6
2023-12-01,24145.9,17481.7,5.6
2024-01-01,24363.4,17575.4,6.4
2024-02-01,24475.0,17596.2,6.1
2024-03-01,24597.8,17617.0,5.9
2024-04-01,24690.5,17638.6,5.8
2024-05-01,24807.7,17713.3,5.8
2024-06-01,24904.1,17751.1,5.7
2024-07-01,24950.8,17743.2,5.3
2024-08-01,25013.0,17752.9,5.2
2024-09-01,25101.3,17769.9,4.8
2024-10-01,25226.6,17810.5,5.0
2024-11-01,25322.1,17851.4,4.9
2024-12-01,25418.6,17867.9,4.3
2025-01-01,25570.5,17889.8,5.1
2025-02-01,25705.4,17910.5,5.2
2025-03-01,25877.3,18029.1,5.1
2025-04-01,26061.1,18132.9,5.5
2025-05-01,25925.8,17980.9,4.9
2025-06-01,25975.7,17962.1,4.6
2025-07-01,26149.6,18040.9,4.5
2025-08-01,26278.1,18076.9,4.4
2025-09-01,26381.0,18094.6,4.3
2025-10-01,26365.1,18037.3,3.9
2025-11-01,26426.3,18035.1,3.8
2025-12-01,26483.2,18018.5,3.6
2026-01-01,26603.4,18132.2,4.3
2026-02-01,26590.3,18048.5,3.6
2026-03-01,26722.5,18019.6,3.2
2026-04-01,26722.5,17932.6,2.6
