date,open_interest,lev_money_net,lev_money_cot_index,asset_mgr_net,asset_mgr_cot_index,dealer_net,dealer_cot_index
2012-10-16,389596,96610,63.14970045930867,126751,89.64138353482066,-229209,16.41488129774392
2012-10-23,370909,66380,50.6111350101231,121570,87.85845300407105,-199827,23.488625721350033
2012-10-30,371266,68840,51.5820049648553,116478,86.10614992308724,-195882,24.4383882205375
2012-11-06,360969,66197,50.53891175739301,105442,82.30834615212551,-175843,29.262796514889246
2012-11-13,362170,61910,48.84699326310971,74697,71.72811083695528,-136678,38.691807485910054
2012-11-20,400482,26076,34.70465425584396,59873,66.62674774337638,-89017,50.166238531226604
2012-11-27,399627,24127,33.93545688113947,56292,65.39442305111342,-88266,50.347042494950244
2012-12-04,388338,60936,44.803770315108736,61286,67.11300152448992,-130316,40.22346503212822
2012-12-11,402918,87609,53.94131465803821,71847,70.74734418715093,-165664,31.713400438648232
2012-12-18,469488,78669,49.978724347325034,80524,73.73334847499389,-168417,31.050613072295103
2012-12-24,294127,30609,28.67647710651124,93848,78.31851859499155,-139013,38.12965401680923
2012-12-31,281304,18002,23.088515579983156,93672,78.25795195275802,-126137,41.229563253700945
2013-01-08,300637,43584,34.42755197021409,104523,81.99209192364474,-160505,32.95543459157805
2013-01-15,309462,42769,34.06630911750366,108199,83.25710883756784,-164007,32.11232476340201
2013-01-22,315830,55962,39.914010903771995,106698,82.74057173533754,-174995,29.466953320798233
2013-01-29,330228,62287,42.71752138646336,116197,84.77506188466421,-185711,26.887066136693576
2013-02-05,335692,67186,44.8889676876025,127903,89.15885540521816,-190731,25.678496365864405
2013-02-12,334566,52427,38.34714773281326,129553,89.77676581944283,-185404,26.960976678455438
2013-02-19,348464,61523,42.37888391472009,132256,90.67436093817537,-193641,24.977911100304066
2013-02-26,331754,48489,36.60165772793759,122109,84.49416238217651,-170553,30.536369042316796
2013-03-05,354078,64883,43.868179601968,108886,78.59272350756926,-181240,27.9634636357727
2013-03-12,456616,73565,47.71641327955321,115657,81.614627963439,-191435,25.509007696807885
2013-03-19,340205,89729,54.880989317849384,123931,85.30732290774064,-232146,15.70779575652375
2013-03-26,348334,107263,62.65280794291033,116018,81.77574264495858,-237435,14.43446398004656
2013-04-02,377618,117488,67.18496520544302,130071,88.04761139674379,-262114,8.492971276004111
2013-04-09,351702,97177,58.18226142458225,123551,85.1377285061411,-230380,16.132961934867236
2013-04-16,368562,100651,59.722086786933204,132599,89.17586046843759,-243451,12.986106262654474
2013-04-23,353662,89020,54.56673019812952,128988,87.56426735218508,-225595,17.28495523236078
2013-04-30,390625,127922,71.80976020566465,131917,88.8714831476721,-262441,8.41424571523496
2013-05-07,409077,124520,70.30184832232614,137696,91.45065695515568,-264461,7.927928795498921
2013-05-14,413475,122626,69.46234652719295,142824,93.73928877463582,-264159,8.000635582508963
2013-05-21,418325,124710,70.3860644474979,144790,94.61671665238504,-270051,6.582130982962055
2013-05-28,436070,132694,73.92491467576792,164488,100.0,-298402,0.0
2013-06-04,430036,120745,68.62860688799255,168319,100.0,-286708,2.808505732771664
2013-06-11,389245,94430,56.96467355170427,148362,91.52680538867494,-240902,13.809567268203413
2013-06-18,457197,99490,59.20748193785737,143242,89.35299387341794,-244756,12.883966011652873
2013-06-25,300143,63851,43.41075306945614,126708,82.33311114035943,-195773,24.648036159451266
2013-07-02,307520,64455,43.678471698949515,133887,85.38111755989657,-197052,24.34086335012897
2013-07-09,320019,75162,46.17722291862288,133046,85.02405203561315,-212264,20.687452266930528
2013-07-16,366666,95974,55.80389562932777,151750,92.96525722728643,-246387,12.492254634010443
2013-07-23,396217,120157,66.98983768982058,152412,93.24632426304818,-272598,6.197253457195145
2013-07-30,398917,128734,70.95716287912077,154174,93.99442111654093,-275084,5.600199818434212
2013-08-06,405851,133273,73.05669523708202,155616,94.60665475033011,-282930,3.7158543438894465
2013-08-13,419004,126371,69.86414790624956,169542,100.0,-295493,0.698644020577456
2013-08-20,387693,115462,64.81814691638412,158458,95.31834731408973,-271518,6.456633155450096
2013-08-27,368216,111192,62.84304156972307,145367,89.46641452872282,-246772,12.473394681593831
2013-09-03,350631,106224,60.54507356920501,131718,81.24218920473706,-229626,18.32638748254655
2013-09-10,359909,102797,57.62084447841039,135704,83.21894031064649,-228172,21.382249961942456
2013-09-17,463690,116623,64.22478028276653,138081,84.39775049096427,-245720,16.039579844725225
2013-09-24,391382,131819,71.48309132594574,157638,94.09652655174466,-303583,0.0
2013-10-01,401871,140956,75.84734428735193,154865,92.7213306619587,-306433,0.0
2013-10-08,378129,119029,65.37399694306458,145726,88.18908571541925,-280436,7.72614204070958
2013-10-15,369896,118673,65.20395491020253,149651,90.13558548729445,-284393,6.550146962235609
2013-10-22,367286,109650,60.89415361100497,157623,94.08908769911329,-272343,10.131329852205623
2013-10-29,394689,114414,63.169659915934275,173432,100.0,-292167,4.239763909403503
2013-11-05,420610,131725,71.4381925869316,178151,100.0,-316096,0.0
2013-11-12,397285,114973,63.436664119220474,173439,97.7588904795651,-297534,5.36250808911898
2013-11-19,397534,122316,66.94401987008024,170434,96.32965998107042,-296942,5.533535176111676
2013-11-26,411044,128993,70.13326327856323,168430,95.37652257042706,-298186,5.174147175741887
2013-12-03,429079,127183,69.26872372946121,174668,98.34342435066324,-303369,3.6767934732365717
2013-12-10,423461,123703,67.60651509361864,168477,95.39887659153496,-291639,7.0655565313857815
2013-12-17,517013,130987,71.08568972105465,172259,97.19766186451561,-314419,0.4844804474438384
2013-12-24,413523,94523,53.66880015284677,170024,96.13465681821425,-278133,10.967400850513082
2013-12-31,419637,90831,51.90533053114253,174875,98.4418771670321,-276492,11.441481002126283
2014-01-07,432342,67042,40.542606037447456,173006,97.55294811489016,-244529,20.67549921419987
2014-01-14,431180,65895,39.994745892243024,170311,96.27115903221357,-229902,24.901197189608947
2014-01-21,423596,101011,56.76776843714176,169446,95.85974992033407,-283639,9.37673338263844
2014-01-28,428422,101670,57.08253725640046,161410,92.03768792835298,-286277,8.614622815937874
2014-02-04,397238,85179,49.205674436377535,148709,85.99687043704489,-255161,17.603945178885088
2014-02-11,405971,69121,41.53563240351548,166359,94.39151878926818,-247054,19.94603402052325
2014-02-18,436373,85388,49.30550248376003,167426,94.8990026301646,-258498,16.639895534806325
2014-02-25,460568,105733,59.023213603362635,167432,94.9018563349869,-283673,9.366910881020615
2014-03-04,475074,107488,59.86148261367978,180933,100.0,-298805,4.995319866876214
2014-03-11,467493,95220,54.00171952617501,177588,98.42983547304434,-282495,9.70723167236757
2014-03-18,545159,97128,54.91306839893008,163859,91.98535451921046,-275651,11.684443468614218
2014-03-25,378710,69125,41.53754298815437,167302,93.60152087685123,-252455,18.3857007488213
2014-04-01,366668,68249,41.11912495223539,149351,85.17520595207361,-243625,20.93666219839142
2014-04-08,371802,22154,19.102025219717234,139416,80.51165301476283,-203864,32.42350004622354
2014-04-15,350529,26797,21.31973633931983,122264,72.46039383199944,-178097,39.867511787001945
2014-04-22,328921,7390,12.050057317539167,113709,68.44462177576455,-149280,48.19265970232042
2014-04-29,348922,14669,15.526843714176538,103559,63.6801464548079,-155052,46.52514560414163
2014-05-06,347676,16688,16.491211310661065,94661,59.50336799117516,-147885,48.5956711657576
2014-05-13,361384,3610,10.244554833779135,97480,60.82662473302509,-144678,49.522164186003515
2014-05-20,353944,-10055,3.7175200611387087,98269,61.19698641068369,-133011,52.89272672644911
2014-05-27,350156,14239,15.32145586549484,112020,67.65179430609993,-141544,50.42756771748175
2014-06-03,368538,22821,19.420615208253725,112733,67.9864810946558,-155819,46.30356152352778
2014-06-10,364774,30071,22.883549866259077,113512,66.58455834977151,-155045,46.52716788388648
2014-06-17,479145,41012,28.109476499808945,113887,66.77041721598287,-163438,44.10245446981603
2014-06-24,342676,44883,27.842239937014075,148119,83.73660577104171,-183581,38.28320005546824
2014-07-01,358922,32739,21.86645015254404,151960,85.64029618468919,-180281,39.23656050660996
2014-07-08,360969,31407,21.2110028540498,161721,90.47807856625992,-190508,36.28200979938985
2014-07-15,358224,27080,19.081783289046353,167176,93.18170554008108,-186410,37.46591014144403
2014-07-22,362936,41201,26.03041039267789,161889,90.56134333832262,-194014,35.269136544328376
2014-07-29,373435,39832,25.356756224781023,167347,93.26645718307346,-196479,34.557005177036146
2014-08-05,361091,41651,26.251845290817833,152447,85.88166489894233,-187560,37.13367846907645
2014-08-12,344332,44363,27.58635961027458,132028,75.76152572782333,-169940,42.22404548396043
2014-08-19,358871,24727,17.923924810550144,135511,77.48778287719438,-163063,44.2107908847185
2014-08-26,360386,34814,22.25898788056177,129197,74.35841519383841,-160612,44.91887769252103
2014-09-02,367413,33323,21.51932016053419,135644,77.553700821744,-165416,43.531015993343814
2014-09-09,365790,38791,24.23193122231207,136211,77.08197746221924,-171410,41.79936673754276
2014-09-16,507516,41901,25.774765970323994,135032,76.47779275285822,-182174,38.68967828418231
2014-09-23,377838,69887,39.658294349057684,158305,88.4041631862416,-222520,27.033835629102338
2014-09-30,378107,80186,44.767508197859875,152277,83.56211531070562,-230486,26.474399215756613
2014-10-07,375071,90758,50.0121541644136,142677,74.73317129874248,-228167,29.425800492610836
2014-10-14,365555,65981,37.720573279689646,142016,72.93671766342142,-208259,36.088094345684304
2014-10-21,322938,30328,20.033535572014667,126526,59.93327981972296,-162683,51.34028967659028
2014-10-28,327867,31205,20.468605049187158,127288,60.49443630284775,-169599,49.02582191047333
2014-11-04,340285,47804,28.70317546148618,133476,65.05143934428645,-194850,40.575471192974945
2014-11-11,347041,61087,35.29271692703036,142604,71.7735343284901,-206574,36.651986506746624
2014-11-18,365218,56445,32.98987483691096,151661,78.44334307870183,-206977,36.5171209038338
2014-11-25,369453,58797,34.15667462061644,151037,77.12624330527926,-197470,42.68534910833801
2014-12-02,381828,53038,31.29970185090561,156182,81.06273909716909,-203612,41.01393578309475
2014-12-09,384883,56446,32.99037092525437,154085,79.45830145371079,-204740,47.33095026586362
2014-12-16,447764,61117,35.30759957733273,135710,65.39938791124713,-195125,52.16898177097933
2014-12-23,340204,23973,16.880894149630166,144492,72.1185921958684,-191959,54.48667866391608
2014-12-30,334697,24137,16.962252637949764,138225,65.73519146990155,-187728,56.34376508800422
2015-01-06,336023,29994,19.867842065314992,136445,64.30708996237193,-188088,56.185752534784704
2015-01-13,316911,33639,21.67608407705244,119084,50.37828643865181,-175023,61.92029144537594
2015-01-20,305680,28993,19.371257633559384,104963,39.04894858032269,-162328,67.49242856515824
2015-01-27,301513,29861,19.80186231564117,97584,33.128745757816446,-158471,69.18535750340166
2015-02-03,301683,33272,21.494019655020168,95535,31.484824415721953,-153287,71.46073826976254
2015-02-10,314616,38105,23.891614618731303,94574,30.713810062499498,-160889,68.12403985427731
2015-02-17,330495,48265,28.9318721877992,110644,43.60683884115179,-185997,57.10354211473467
2015-02-24,343761,59383,34.44738238985599,114635,46.80883497404546,-196411,52.532590089101525
2015-03-03,350139,65865,37.66302703185384,121594,52.392070025112126,-201377,50.352894702190234
2015-03-10,349658,74592,51.591688963924156,107238,40.87419067562038,-195839,52.783654479216956
2015-03-17,404598,67911,47.5196713617885,96734,32.44678717276017,-183744,58.09243734363341
2015-03-24,334803,68735,48.02189296097421,125037,55.15440344669892,-214925,44.406355616029494
2015-03-31,319836,54319,39.23545294415223,127242,56.923484246756686,-197981,51.843479787560895
2015-04-07,319792,54494,39.34211408475599,122706,53.28423231520928,-198560,51.58934293113286
2015-04-14,330619,62399,44.16015017888597,126959,56.696432153143824,-208347,47.29359610235702
2015-04-21,333550,63356,44.74343424493055,124291,54.55588450028481,-205324,48.62046262564193
2015-04-28,365930,78089,53.723083299303354,127383,57.03660914145425,-221706,41.43001360663653
2015-05-05,341880,63112,44.594718140317305,121492,52.31023499490537,-192030,54.45551507703112
2015-05-12,309386,45616,33.93104204886909,110577,43.553084458565,-174118,62.317517447219416
2015-05-19,318845,41878,31.652760085572712,114417,46.633932654583965,-177742,60.72685774480973
2015-05-26,316571,35193,27.57830451450896,119076,50.371868004910105,-172897,62.8534433568889
2015-06-02,330764,42316,31.91971768319813,128046,57.568536837798156,-188952,55.80652240705789
2015-06-09,319357,30433,24.67712149008661,116391,48.21768118034996,-166730,65.56028617829082
2015-06-16,390932,37538,29.00756379859939,114819,46.956458950104704,-166723,65.56335864460343
2015-06-23,346623,64165,45.23651346063595,142799,69.40493096172207,-227542,38.86845454944476
2015-06-30,310974,37054,28.71256955830098,129576,58.796062290899464,-187080,56.628187683799325
2015-07-07,296093,32058,25.667546367121552,123216,53.693407466243045,-172828,62.88372909625598
2015-07-14,303999,46643,34.55699057115517,128008,57.53804927752505,-185827,57.17815915375499
2015-07-21,344873,64021,45.14874657922485,133351,61.824760712767066,-209289,46.88012992143265
2015-07-28,361523,78772,54.139366493774034,138075,65.61484583724456,-237085,34.67980511785103
2015-08-04,353171,62290,44.09371552559563,139465,66.73004869986602,-219865,42.23807224685072
2015-08-11,344511,50639,36.99252153031309,128818,58.1879156938728,-199298,51.26541719703288
2015-08-18,350713,54588,39.39940635456601,131612,60.429553678163686,-204401,49.02558925514638
2015-08-25,316080,-7811,1.3677005686562524,97734,33.24909139047344,-95887,96.65496203309485
2015-09-01,295040,-29120,0.0,88728,26.023539605747708,-60193,100.0
2015-09-08,296107,-32211,0.0,89084,26.309159907253633,-47392,100.0
2015-09-15,323515,-11988,11.678322082151912,85592,23.507513578998886,-66112,93.03322615219722
2015-09-22,266500,-2500,17.15742606847725,94893,30.969745107950033,-93943,82.67573240443016
2015-09-29,260494,2236,19.89235824377624,84679,22.775009828226665,-92078,83.36980469215196
2015-10-06,260686,-3159,16.776868571956552,92024,28.667934307330654,-87933,84.91239430749077
2015-10-13,268193,-1261,17.8729203601148,95410,31.384536388507794,-98019,81.15882160295344
2015-10-20,288365,15136,27.34181454896141,98952,34.22629792764821,-119701,73.08971954269381
2015-10-27,324354,43657,43.81204271021615,111616,44.38667854076909,-159484,58.28420864594498
2015-11-03,341687,43558,43.7548724641531,119594,50.78746158968558,-169480,54.56413004644516
2015-11-10,364914,62251,54.54965437987608,118231,49.69392094094239,-193502,45.624181255210196
2015-11-17,349775,61241,53.96640237458639,116636,48.414245713689716,-188945,47.32009944027629
2015-11-24,337248,37110,40.03129926602644,117202,46.73414293714009,-164582,56.38695367393116
2015-12-01,346572,36233,39.52485173272044,110631,35.553599911996045,-158548,58.632547338335115
2015-12-08,337224,26091,33.6680776360392,105550,24.92406059217799,-143618,64.18884720733595
2015-12-15,385220,43446,43.69019501406157,109573,25.86282128534918,-167074,55.45953912111469
2015-12-22,307993,45785,45.04091426195522,113480,29.92187337669084,-178823,51.08706978682863
2015-12-29,316070,53535,49.51636281739592,118837,35.48735636960542,-187406,47.89284863641777
2016-01-05,302181,46023,45.17835384339973,102570,18.587279489683546,-156763,59.2968470882458
2016-01-12,300742,51463,48.319829990702615,84070,0.0,-144586,63.82859949982137
2016-01-19,277245,35002,38.813977258946565,79657,0.0,-124434,71.32830177444326
2016-01-26,268896,12661,25.912558397385183,65337,0.0,-90622,83.91166488031439
2016-02-02,271070,787,19.05559373321707,65432,0.0821827744904668,-74935,89.74968738835298
2016-02-09,285308,5045,21.514491791161134,54203,0.0,-57719,96.15673752530665
2016-02-16,269592,-15125,9.866776002356108,56186,1.5647439438175648,-35453,100.0
2016-02-23,260667,-12694,11.270623155682086,59982,4.560088376864199,-37473,99.28022434195758
2016-03-01,258086,-7531,14.252138109455034,75124,16.508324784975933,-61561,90.69707778209326
2016-03-08,262306,-12731,11.249256498062564,67975,10.867197979957389,-49532,94.98330619327758
2016-03-15,277389,-22012,5.889690298959963,71583,13.71419553381204,-46515,96.05833746075976
2016-03-22,211397,-22051,5.86716868687452,43513,0.0,-18530,100.0
2016-03-29,220059,-13780,10.64348288068743,41551,0.0,-32011,95.46957649731488
2016-04-05,216778,-3558,16.546455156005475,33662,0.0,-33506,94.96716694783677
2016-04-12,224476,2500,20.044812233277703,36114,1.6649577988877649,-43583,91.58069134242487
2016-04-19,235390,21869,31.229968758481697,38587,3.3441750242749766,-64814,84.44580362003724
2016-04-26,226799,15692,27.662891890487217,36079,1.6411920880553537,-57563,86.88257394998085
2016-05-03,240748,-19958,7.07582853545999,7061,0.0,11932,100.0
2016-05-10,233057,-34093,0.0,3422,0.0,33102,100.0
2016-05-17,223775,-28634,3.118555375923313,-9554,0.0,45050,100.0
2016-05-24,221353,-18295,9.024901598980858,5002,7.64146634678482,17616,92.40362623426537
2016-05-31,231894,8024,24.060120309170575,43374,27.785623165885337,-47441,74.38958205268783
2016-06-07,243822,17579,29.518591937114753,45461,28.881235989857572,-64918,69.55026498978253
2016-06-14,287606,40406,42.55894063947809,35855,23.83837217237922,-75314,66.67165080050728
2016-06-21,218337,40177,42.42812012636462,39734,25.87473160898119,-81034,65.08780382449203
2016-06-28,206056,33112,38.39210735279836,11920,11.273210245318579,-37709,77.08433708250956
2016-07-05,200097,21788,31.92306154276803,41993,27.06063930871923,-55338,72.20293177828357
2016-07-12,229036,29500,36.328685111026054,50718,31.64100437300183,-78271,65.85286836902527
2016-07-19,252162,55595,51.23593965118338,48815,30.641986067290684,-108503,57.481738687400664
2016-07-26,273914,63458,55.72782478049003,60372,36.70906676046135,-128138,52.04487935627142
2016-08-02,284511,66953,57.72440859416507,56724,34.79397544189367,-126841,52.40401388911964
2016-08-09,289203,65968,57.16170900719227,58294,35.61817866836057,-128441,51.96097976995453
2016-08-16,296690,65212,56.72982993333295,60254,36.64712027592434,-126132,52.60033338317467
2016-08-23,297330,70078,59.50962301984016,58951,35.96308409497761,-131025,51.24547966750289
2016-08-30,305439,64850,56.52303069426276,62148,37.64141384976403,-128783,51.86628122698299
2016-09-06,309012,71979,60.59560465926683,61458,37.27918440628494,-131217,51.19231557320308
2016-09-13,321461,42853,43.95683494335872,39128,25.556599662969127,-83607,64.37534958160965
2016-09-20,274840,50208,48.15851561562762,54073,33.40227942064288,-109162,57.29926400956954
2016-09-27,297206,70689,63.19096841114957,54024,33.376555880453786,-129667,51.62150487614427
2016-10-04,295870,70794,63.25429084900313,52356,32.5009055736087,-128238,52.017189723823606
2016-10-11,297468,77702,67.42030418893003,39857,25.939302944557895,-129242,51.7391858140475
2016-10-18,304774,74364,65.40725373602383,57121,35.002388614446126,-135551,49.99224690291461
2016-10-25,316293,98256,79.81582216647168,56884,34.877970675164185,-156274,44.254124370753104
2016-11-01,316487,118528,92.45275018173007,41967,27.04699008331277,-160510,42.81565308830525
2016-11-08,299111,108143,86.16186091591955,33160,22.423577461979033,-143605,47.51842300726906
2016-11-15,255504,27735,37.453355948630964,28926,20.200853601558112,-61622,70.3251184385858
2016-11-22,250586,30897,39.36879088926581,33260,22.476074482773104,-69903,68.02144273915135
2016-11-29,255284,26509,36.710685728131814,34901,23.33755059400379,-65714,69.18677271197238
2016-12-06,254185,7335,25.09571117034165,18014,14.4723786925092,-25924,80.25587741919331
2016-12-13,299000,27726,40.50491085761461,11618,11.114669242520486,-48676,72.74258044815402
2016-12-20,221956,29418,41.613539421180576,40197,26.117792815257733,-77701,64.30152244405345
2016-12-27,224401,40626,48.957220828064294,37098,24.490910140849508,-84577,62.30184234633784
2017-01-03,229623,33008,43.96577142070882,33987,22.857727823945993,-71573,66.08366898838173
2017-01-10,222116,22794,37.27337653402874,36410,24.129730637786306,-60998,69.15909322243388
2017-01-17,225374,26966,40.006945308967964,37040,24.460461868788947,-64970,68.00395515551614
2017-01-24,223472,29999,41.99422097876439,30661,21.111676912335227,-57020,70.31597621090285
2017-01-31,237584,35170,45.3823523630431,36971,24.42423892444104,-71245,66.17905803318259
2017-02-07,231695,19880,35.364071785665146,34693,23.228356790752123,-52374,71.66712713207602
2017-02-14,228852,17351,33.707025900760705,33709,22.711786106138476,-45909,73.547280103532
2017-02-21,234577,19026,34.80451576126483,29916,20.720574107419402,-34534,76.85536054441552
2017-02-28,239259,26385,39.62626375138415,21514,16.60129741052249,-37325,74.85078386175945
2017-03-07,234280,18151,34.23120016249402,11005,11.621754540675292,-18703,80.12073551376517
2017-03-14,304608,3383,24.554943290897057,11244,11.756858355803528,-8214,82.09643535402766
2017-03-21,238636,17670,33.916040387626865,46678,31.78727084640562,-63141,62.52152074131809
2017-03-28,239468,24051,38.09698534277721,54087,35.975489115380924,-69589,59.36732415333085
2017-04-04,242137,33355,44.19313200673564,43257,29.853420839904803,-71727,58.60953089832881
2017-04-11,248870,37411,46.85069551372354,45275,30.994171881447812,-77614,56.52294114519645
2017-04-18,255345,50932,55.7098957548437,38891,27.385373740114527,-84519,54.075531217325036
2017-04-25,274869,60858,62.21358790729978,46547,31.71321812765332,-96894,49.68933312066918
2017-05-02,272977,49618,54.848939529946726,46576,31.729611477606117,-86537,53.36027079235118
2017-05-09,269319,49876,55.01798572935572,48535,32.83701053131413,-86933,53.21991245325819
2017-05-16,269961,34062,44.65637101054246,46875,31.898632568498762,-67842,59.98653127049107
2017-05-23,270209,32771,43.81048479567032,40823,28.47751001972855,-64723,61.09203041097347
2017-05-30,275501,40522,48.88907817403896,41241,28.71380037422061,-72672,58.274584861856916
2017-06-06,316206,51940,56.370355324627674,46217,31.526673110949062,-97162,49.59434313360625
2017-06-13,448235,43327,50.726964179241385,34948,25.156443434463345,-85831,53.610505609016954
2017-06-20,284706,44611,51.56826386932336,58922,38.70865625406301,-106655,46.22964183812714
2017-06-27,285882,39133,47.97898061210449,47435,32.215193808966596,-81952,54.985379339677806
2017-07-03,292139,26218,39.51684237424732,36323,25.933714337397753,-57363,63.70071065270172
2017-07-11,279925,20549,35.80241251203963,32379,23.70421874381716,-39601,69.99627837737253
2017-07-18,283514,30711,42.46073607170704,32934,24.01795354463796,-47572,67.17103514275081
2017-07-25,290215,45018,51.834937524980184,23928,19.94650271954438,-52674,65.36268098605278
2017-08-01,292801,33908,44.55546746515879,23893,19.925651886404662,-45108,68.0443759193294
2017-08-08,299774,28548,41.043499911545595,22072,18.840812825049596,-32123,72.6467825686285
2017-08-15,302526,25064,38.760721001697014,18656,16.805771510613074,-18605,77.43810587130274
2017-08-22,293728,1420,23.26875069616894,11065,12.283523671652995,2909,85.06353341485459
2017-08-29,290894,-6353,18.175742525602637,6234,9.405512960282142,20803,91.4058872525564
2017-09-05,281453,-5835,18.515145360074957,9778,11.516808750201061,14121,89.03751750048735
2017-09-12,357762,1323,23.205194566933777,-1158,5.001817001173604,15647,89.57839332234569
2017-09-19,264612,21611,36.498253844490606,20463,18.111333687309937,-28647,73.87881687844472
2017-09-26,267660,7172,27.037563638031465,13023,13.622266737461988,-10354,80.36259237599022
2017-10-03,269830,3002,24.305305298746568,14848,14.723415552444852,-5326,82.14471795417087
2017-10-10,282136,11770,30.050255207343678,12846,13.515470386638992,-10059,80.46715224980949
2017-10-17,278487,16306,33.02232327137157,11061,12.438456340203699,-8823,80.90524039909972
2017-10-24,279448,19176,34.902798435339825,10831,12.299681421055173,-17154,77.95239867439346
2017-10-31,271964,25996,39.371384016616325,14316,14.402423130762177,-27706,74.21234515391568
2017-11-07,275700,27761,40.52784348156545,12143,13.091301829415455,-25101,75.13566200577738
2017-11-14,286304,21804,36.624710885133766,12506,13.310324853984651,-15435,78.56168146454712
2017-11-21,294625,22777,37.2622378309669,15232,14.95510933050152,-20781,76.66684388679178
2017-11-28,294553,17627,33.8878660210587,13104,13.846332475754558,-9793,80.56143335637195
2017-12-05,304281,5460,25.915830717922173,12081,14.044506186463785,-8137,81.1483864107608
2017-12-12,362049,3715,24.772475609516384,4489,9.116108175480052,2081,84.77005688766016
2017-12-19,275883,-22711,7.457689308810714,42800,34.36361607582391,-12640,79.55234196395342
2017-12-26,287695,-34268,0.0,30190,26.086785294677494,4113,85.4902794761373
2018-01-02,276944,-17841,10.750935888374041,22836,21.25983735141415,-1486,83.50576851507257
2018-01-09,259301,-11294,15.035733919736119,24285,22.210918065282602,-5683,82.01818278483705
2018-01-16,274087,-4681,19.363726799130866,22665,21.14759801251042,-11803,79.84900845339997
2018-01-23,255968,-10905,15.290321736171103,17143,17.523120647443765,-5125,82.21596044446807
2018-01-30,259722,-89,22.369041074373676,11701,13.951152914612774,-11177,80.07088805004696
2018-02-06,245714,8441,27.951647948899183,4521,9.238413421461999,-15962,78.37489145267337
2018-02-13,230028,-27373,4.512552684625252,-25264,0.0,50367,100.0
2018-02-20,232293,-35621,0.0,-17516,4.61017594592504,57793,100.0
2018-02-27,231434,-20915,9.540120273242122,-15345,5.901953434128869,39447,93.77844396665739
2018-03-06,242052,-4616,20.113656267637158,-27477,0.0,30899,90.87961801151663
2018-03-13,294100,1545,24.110438601612724,-22011,3.2100824543682025,16876,86.1240919973684
2018-03-20,231638,-3226,21.015381222064367,21589,28.81557001573915,-15221,75.23925148705565
2018-03-27,234482,-13265,14.50285113753576,9956,21.983720547816485,8855,83.40398402051018
2018-04-03,253749,-29612,3.8981764396784926,-2972,14.39134111677512,34822,92.20999871133147
2018-04-10,242932,-27681,5.150860531044638,-8632,11.06732598839531,33815,91.86850154979346
2018-04-17,238235,-12882,14.751312042244841,-14642,7.537762221334774,33042,91.60635924009252
2018-04-24,244199,-41704,0.0,-16690,6.335009044140103,59684,100.0
2018-05-01,239248,-23860,11.136352289180689,-14055,7.882496652493598,49952,96.72068174236527
2018-05-08,235042,-21713,12.476284387637925,-9826,10.36611148958162,36811,92.29265859978636
2018-05-15,248298,-24762,10.573418543112487,-9228,10.717306020813268,49173,96.45818801829033
2018-05-22,245088,-40381,0.8256777672375056,-12061,9.053536611148958,50192,96.80155272282482
2018-05-29,251285,-26592,9.431324579359929,-10680,9.86457281120064,33746,91.2598687868342
2018-06-05,259707,-5303,22.71768435768136,-4607,13.431135333223706,8230,82.66193571430979
2018-06-12,292508,-14077,17.241874282290677,-10818,9.783527919377951,24101,88.00986625961606
2018-06-19,225971,-19606,13.791252683608768,30745,34.87558553269998,-9150,76.80552887936408
2018-06-26,235491,-31409,6.425058664935842,32101,35.687843682236945,-3349,78.76024786955512
2018-07-03,242301,-20406,13.291976633880873,21420,29.28981322854644,-5452,78.0516159032783
2018-07-10,243295,-22994,11.676818613011134,29925,34.384396976195326,-13573,75.3151441019783
2018-07-17,248675,-9083,20.35860502271706,28305,33.41400007188125,-26059,71.10783134357025
2018-07-24,239453,-5595,22.53544859953068,24778,31.301290268476478,-20729,71.23473881144272
2018-07-31,239608,-5029,22.888686404713166,16768,27.811476594861993,-11917,72.8871386106746
2018-08-07,244972,-10941,19.199036397224027,19470,29.509896975906567,-5982,75.13452108222731
2018-08-14,237572,-7023,21.644240850766387,16352,29.801252456296616,-3995,74.84892529602743
2018-08-21,239836,-7536,21.32408008387838,12439,27.140632755607836,-2037,75.62226979374846
2018-08-28,246273,787,26.51842328623496,11341,26.394054572281416,-5520,74.2466013128688
2018-09-04,266283,-13782,17.42598232562784,31998,40.43965159684778,-6986,73.66758035594385
2018-09-11,263631,-23823,11.159443806480603,11430,26.454569561640294,13511,81.76320965614212
2018-09-18,308395,-28643,8.151305606870038,12038,26.86797533164254,18705,83.81466589779846
2018-09-25,247101,-20473,13.250162264716161,55305,56.28709942816735,-34157,62.93594432551563
2018-10-02,247207,-6385,22.042413500424384,50436,52.97645354964609,-38424,61.25062207231048
2018-10-09,247730,-24725,10.596510060412403,26158,36.46878038498412,-469,76.24157733839944
2018-10-16,250718,-5825,22.39190673523391,4929,22.03425556363933,13497,81.75768012449346
2018-10-23,254359,-4455,23.24691697039293,-1814,17.449395190078263,16309,82.86832605278333
2018-10-30,248265,3121,27.975061161316088,-22144,3.6449006930300585,33876,89.80670337222438
2018-11-06,243313,-12183,18.42391033002147,-30120,0.0,55480,98.30912725386017
2018-11-13,248663,-16904,15.477557541564732,-27378,1.8407996938713855,56520,98.71949492087904
