date,bullish,neutral,bearish,bull_bear_spread
2003-04-03,32.35,29.41,38.24,-5.89
2003-04-10,38.46,30.77,30.77,7.69
2003-04-17,46.3,22.22,31.48,14.82
2003-04-24,63,18,19,44
2003-05-01,48.57,25.71,25.71,22.86
2003-05-08,52.8,28.8,18.4,34.4
2003-05-15,62.79,20.93,16.28,46.51
2003-05-22,38.46,25.96,35.58,2.88
2003-05-29,62.86,22.86,14.29,48.57
2003-06-05,52,28.8,19.2,32.8
2003-06-12,50,20.83,29.17,20.83
2003-06-19,56.41,7.69,35.9,20.51
2003-06-26,71.43,20,8.57,62.86
2003-07-03,41.18,23.53,35.29,5.89
2003-07-10,43.24,25.68,31.08,12.16
2003-07-17,51.26,20.17,28.57,22.69
2003-07-24,52,17.33,30.67,21.33
2003-07-31,51.54,32.31,16.15,35.39
2003-08-07,45.45,22.08,32.47,12.98
2003-08-14,50.56,25.84,23.6,26.96
2003-08-21,62.96,18.52,18.52,44.44
2003-08-28,56.7,20.62,22.68,34.02
2003-09-04,62.3,21.31,16.39,45.91
2003-09-11,58.14,24.42,17.44,40.7
2003-09-18,62.75,17.65,19.61,43.14
2003-09-25,57.28,20.39,22.33,34.95
2003-10-02,50,21.43,28.57,21.43
2003-10-09,57.58,19.19,23.23,34.35
2003-10-16,60.34,25.86,13.79,46.55
2003-10-23,52.78,30.56,16.67,36.11
2003-10-30,57.81,23.44,18.75,39.06
2003-11-06,57.58,25.76,16.67,40.91
2003-11-13,53.33,32.22,14.44,38.89
2003-11-20,53.23,25.81,20.97,32.26
2003-11-27,60.38,18.87,20.75,39.63
2003-12-04,69.37,16.22,14.41,54.96
2003-12-11,55.26,23.68,21.05,34.21
2003-12-18,60.2,20.41,19.39,40.81
2003-12-26,65.52,17.24,17.24,48.28
2004-01-01,62.41,24.11,13.48,48.93
2004-01-08,67.16,14.93,17.91,49.25
2004-01-15,66.29,23.6,10.11,56.18
2004-01-22,69.51,17.07,13.41,56.1
2004-01-29,56.88,28.13,15,41.88
2004-02-05,50.91,27.27,21.82,29.09
2004-02-12,56.1,29.27,14.63,41.47
2004-02-19,56.45,22.58,20.97,35.48
2004-02-26,41.58,27.89,30.53,11.05
2004-03-04,47.83,39.13,13.04,34.79
2004-03-11,41.29,25.16,33.55,7.74
2004-03-18,38.6,35.09,26.32,12.28
2004-03-25,31.48,25.93,42.59,-11.11
2004-04-01,55.17,22.41,22.41,32.76
2004-04-08,58.78,20.95,20.27,38.51
2004-04-15,63.75,22.5,13.75,50
2004-04-22,50,27.5,22.5,27.5
2004-04-29,50,28.79,21.21,28.79
2004-05-06,38.98,33.9,27.12,11.86
2004-05-13,32.89,23.68,43.42,-10.53
2004-05-20,36.67,23.33,40,-3.33
2004-05-27,36.11,23.61,40.28,-4.17
2004-06-03,33.33,40.48,26.19,7.14
2004-06-10,55.26,28.95,15.79,39.47
2004-06-17,41.41,30.47,28.13,13.28
2004-06-24,56.41,20.51,23.08,33.33
2004-07-01,56.97,27.27,15.76,41.21
2004-07-08,55.1,23.47,21.43,33.67
2004-07-15,47.37,28.95,23.68,23.69
2004-07-22,35.71,40.48,23.81,11.9
2004-07-29,34,30,36,-2
2004-08-05,30.99,35.21,33.8,-2.81
2004-08-12,38.57,21.43,40,-1.43
2004-08-19,34.88,30.23,34.88,0
2004-08-26,41.53,33.05,25.42,16.11
2004-09-02,41.51,30.19,28.3,13.21
2004-09-09,50.5,25.74,23.76,26.74
2004-09-16,45.45,22.73,31.82,13.63
2004-09-23,51.2,22,26.8,24.4
2004-09-30,41.07,19.64,39.29,1.78
2004-10-07,56.93,23.36,19.71,37.22
2004-10-14,44.71,27.06,28.24,16.47
2004-10-21,42.48,28.76,28.76,13.72
2004-10-28,42.31,25.96,31.73,10.58
2004-11-04,57.14,20,22.86,34.28
2004-11-11,62.5,15.91,21.59,40.91
2004-11-18,64.1,13.46,22.44,41.66
2004-11-24,49.48,23.71,26.8,22.68
2004-12-02,56.76,17.84,25.41,31.35
2004-12-09,51.35,23.42,25.23,26.12
2004-12-16,52.53,28.28,19.19,33.34
2004-12-23,60.23,21.59,18.18,42.05
2004-12-30,57.66,24.82,17.52,40.14
2005-01-06,38.1,27.38,34.52,3.58
2005-01-13,33.99,26.14,39.87,-5.88
2005-01-20,33.66,32.67,33.66,0
2005-01-27,26.43,37.14,36.43,-10
2005-02-03,41.67,33.33,25,16.67
2005-02-10,43.75,33.33,22.92,20.83
2005-02-17,36.36,33.77,29.87,6.49
2005-02-24,31.82,36.36,31.82,0
2005-03-03,39.51,33.33,27.16,12.35
2005-03-10,49.66,25.5,24.83,24.83
2005-03-17,32.47,35.06,32.47,0
2005-03-24,23.23,34.84,41.94,-18.71
2005-03-31,28.43,20.59,50.98,-22.55
2005-04-07,27.74,28.39,43.87,-16.13
2005-04-14,16.48,41.76,41.76,-25.28
2005-04-21,36.84,30.26,32.89,3.95
2005-04-28,29.75,35.54,34.71,-4.96
2005-05-05,28.57,26.53,44.9,-16.33
2005-05-12,30.52,33.12,36.36,-5.84
2005-05-19,38.92,32.43,28.65,10.27
2005-05-26,44.14,32.43,23.42,20.72
2005-06-02,48.61,31.94,19.44,29.17
2005-06-09,45.98,34.48,19.54,26.44
2005-06-16,48.05,33.12,18.83,29.22
2005-06-23,46.59,35.23,18.18,28.41
2005-06-30,45.89,24.66,29.45,16.44
2005-07-07,43.0108,36.5591,20.4301,22.5807
2005-07-14,57.89,28.07,14.04,43.85
2005-07-21,41.18,31.37,27.45,13.73
2005-07-28,57.52,24.84,17.65,39.87
2005-08-04,47.83,26.09,26.09,21.74
2005-08-11,39.74,31.41,28.85,10.89
2005-08-18,29.29,30.3,40.4,-11.11
2005-08-25,36.14,32.53,31.33,4.81
2005-09-01,31.76,30.59,37.65,-5.89
2005-09-08,42.31,25,32.69,9.62
2005-09-15,51.43,20,28.57,22.86
2005-09-22,39.47,28.07,32.46,7.01
2005-09-29,31.88,28.99,39.13,-7.25
2005-10-06,50,22.58,27.42,22.58
2005-10-13,38.96,12.99,48.05,-9.09
2005-10-20,43.11,20.96,35.93,7.18
2005-10-27,32.05,21.79,46.15,-14.1
2005-11-03,42.95,29.49,27.56,15.39
2005-11-10,58.62,18.39,22.99,35.63
2005-11-17,53.63,24.58,21.79,31.84
2005-11-24,57.33,26.67,16,41.33
2005-12-01,52.47,24.07,23.46,29.01
2005-12-08,49.47,31.58,18.95,30.52
2005-12-15,46.15,31.73,22.12,24.03
2005-12-22,41.03,30.77,28.21,12.82
2005-12-29,37.3,26.19,36.51,0.79
2006-01-05,29.35,30.43,40.22,-10.87
2006-01-12,58.96,21.97,19.08,39.88
2006-01-19,50,24.17,25.83,24.17
2006-01-26,30.77,35.9,33.33,-2.56
2006-02-02,44.7,21.97,33.33,11.37
2006-02-09,40.19,25.23,34.58,5.61
2006-02-16,40.18,24.11,35.71,4.47
2006-02-23,43.21,28.4,28.4,14.81
2006-03-02,40.94,29.92,29.13,11.81
2006-03-09,41.21,28.02,30.77,10.44
2006-03-16,46.55,20.69,32.76,13.79
2006-03-23,43.75,28.75,27.5,16.25
2006-03-30,37.21,30.23,32.56,4.65
2006-04-06,47.67,29.07,23.26,24.41
2006-04-13,45.36,26.8,27.84,17.52
2006-04-20,33.73,25.44,40.83,-7.1
2006-04-27,42.11,21.93,35.96,6.15
2006-05-04,45.89,20.55,33.56,12.33
2006-05-11,54.9,17.65,27.45,27.45
2006-05-18,39.39,16.97,43.64,-4.25
2006-05-25,33.04,21.43,45.54,-12.5
2006-06-01,30.77,19.23,50,-19.23
2006-06-08,26.23,28.69,45.08,-18.85
2006-06-15,26.41,18.61,54.98,-28.57
2006-06-22,34.4,24,41.6,-7.2
2006-06-29,38.6,21.64,39.77,-1.17
2006-07-06,37.7,19.67,42.62,-4.92
2006-07-13,36.5,24.09,39.42,-2.92
2006-07-20,23.85,18.35,57.8,-33.95
2006-07-27,34.88,22.09,43.02,-8.14
2006-08-03,31.46,21.35,47.19,-15.73
2006-08-10,36.59,21.95,41.46,-4.87
2006-08-17,30.53,33.68,35.79,-5.26
2006-08-24,39.35,23.23,37.42,1.93
2006-08-31,41.57,32.58,25.84,15.73
2006-09-07,42.99,27.1,29.91,13.08
2006-09-14,47.95,13.7,38.36,9.59
2006-09-21,47.75,18.02,34.23,13.52
2006-09-28,51.32,15.79,32.89,18.43
2006-10-05,37.78,15.56,46.67,-8.89
2006-10-12,48.98,13.27,37.76,11.22
2006-10-19,54.2,16.03,29.77,24.43
2006-10-26,52.17,17.39,30.43,21.74
2006-11-02,43.75,19.38,36.88,6.87
2006-11-09,50.6,22.89,26.51,24.09
2006-11-16,46.56,22.9,30.53,16.03
2006-11-23,41.94,16.13,41.94,0
2006-11-30,40.22,12.29,47.49,-7.27
2006-12-07,38.94,19.47,41.59,-2.65
2006-12-14,41.33,20.67,38,3.33
2006-12-21,39.08,18.39,42.53,-3.45
2006-12-28,46,18,36,10
2007-01-04,49.14,21.55,29.31,19.83
2007-01-11,44.44,21.3,34.26,10.18
2007-01-18,57.78,15.15,27.27,30.51
2007-01-25,39.51,27.16,33.33,6.18
2007-02-01,46.32,23.16,30.53,15.79
2007-02-08,46.15,23.85,30,16.15
2007-02-15,47.57,21.36,31.07,16.5
2007-02-22,53.85,23.85,22.31,31.54
2007-03-01,36.63,23.76,39.6,-2.97
2007-03-08,35.8,19.32,44.89,-9.09
2007-03-15,32.99,21.65,45.36,-12.37
2007-03-22,43.88,23.02,33.09,10.79
2007-03-29,42.68,31.71,25.61,17.07
2007-04-05,32.26,27.96,39.78,-7.52
2007-04-12,40.85,21.13,38.03,2.82
2007-04-19,46.94,23.47,29.59,17.35
2007-04-26,39.24,22.78,37.97,1.27
2007-05-03,28.57,17.14,54.29,-25.72
2007-05-10,42.86,14.29,42.86,0
2007-05-17,38.39,25,36.61,1.78
2007-05-24,37.35,24.1,38.55,-1.2
2007-05-31,33.33,21.88,44.79,-11.46
2007-06-07,40.59,16.83,42.57,-1.98
2007-06-14,37.3,19.05,43.65,-6.35
2007-06-21,43.16,23.16,33.68,9.48
2007-06-28,39.02,25.2,35.77,3.25
2007-07-05,43.84,23.29,32.88,10.96
2007-07-12,43.64,26.36,30,13.64
2007-07-19,41.77,21.52,36.71,5.06
2007-07-26,44.21,18.95,36.84,7.37
2007-08-02,45.88,14.12,40,5.88
2007-08-09,45.76,15.25,38.98,6.78
2007-08-16,42.22,12.22,45.56,-3.34
2007-08-23,41.28,15.6,43.12,-1.84
2007-08-30,40.3,13.43,46.27,-5.97
2007-09-06,38.38,19.19,42.42,-4.04
2007-09-13,40,24.71,35.29,4.71
2007-09-20,39.24,29.11,31.65,7.59
2007-09-27,49.37,16.46,34.18,15.19
2007-10-04,51.81,22.89,25.3,26.51
2007-10-11,54.64,19.59,25.77,28.87
2007-10-18,41.96,22.32,35.71,6.25
2007-10-25,31.25,20.54,48.21,-16.96
2007-11-01,44.71,18.82,36.47,8.24
2007-11-08,36.19,12.38,51.43,-15.24
2007-11-15,33.01,17.48,49.51,-16.5
2007-11-22,25.58,21.71,52.71,-27.13
2007-11-29,28.57,15.31,56.12,-27.55
2007-12-06,40.65,19.51,39.84,0.81
2007-12-13,47.62,16.67,35.71,11.91
2007-12-20,35.85,16.98,47.17,-11.32
2007-12-27,30,20,50,-20
2008-01-03,25.71,19.05,55.24,-29.53
2008-01-10,19.63,21.5,58.88,-39.25
2008-01-17,24.3,21.3,54.44,-30.14
2008-01-24,25.14,15.85,59.02,-33.88
2008-01-31,30.08,21.05,48.87,-18.79
2008-02-07,34.11,18.69,47.2,-13.09
2008-02-14,33.33,24.81,41.86,-8.53
2008-02-21,33.18,22.12,44.7,-11.52
2008-02-28,34.31,20.44,45.26,-10.95
2008-03-06,21.98,26.37,51.65,-29.67
2008-03-13,20.42,20.42,59.15,-38.73
2008-03-20,25.21,20.51,54.27,-29.06
2008-03-27,41.6,24.8,33.6,8
2008-04-03,36.7,23.94,39.36,-2.66
2008-04-10,45.76,16.95,37.29,8.47
2008-04-17,30.37,20.94,48.69,-18.32
2008-04-24,46.67,25.83,27.5,19.17
2008-05-01,53.29,20.39,26.32,26.97
2008-05-08,52.81,22.47,24.72,28.09
2008-05-15,45.16,25.16,29.68,15.48
2008-05-22,46.3,19.44,34.26,12.04
2008-05-29,31.36,22.88,45.76,-14.4
2008-06-05,43.48,18.48,38.04,5.44
2008-06-12,31.25,15.18,53.57,-22.32
2008-06-19,32.98,21.28,45.74,-12.76
2008-06-26,31.25,16.48,52.27,-21.02
2008-07-03,23.93,23.93,52.14,-28.21
2008-07-10,22.17,22.66,55.17,-33
2008-07-17,25,16.86,58.14,-33.14
2008-07-24,35.82,20.14,44.03,-8.21
2008-07-31,40,18.82,41.18,-1.18
2008-08-07,35.61,21.97,42.42,-6.81
2008-08-14,42.86,18.18,38.96,3.9
2008-08-21,38.1,24.6,37.3,0.8
2008-08-28,30.68,23.86,45.45,-14.77
2008-09-04,37.04,19.75,43.21,-6.17
2008-09-11,29.27,15.85,54.88,-25.61
2008-09-18,27.21,18.37,54.42,-27.21
2008-09-25,34.04,20.21,45.74,-11.7
2008-10-02,33.33,11.67,55,-21.67
2008-10-09,31.47,7.69,60.84,-29.37
2008-10-16,40.94,19.3,39.77,1.17
2008-10-23,38.74,22.52,38.74,0
2008-10-30,37.14,22.29,40.57,-3.43
2008-11-06,44.83,21.84,33.33,11.5
2008-11-13,38.33,19.17,42.5,-4.17
2008-11-20,24.37,18.49,57.14,-32.77
2008-11-27,31.25,23.86,44.89,-13.64
2008-12-04,26.67,25.56,47.78,-21.11
2008-12-11,37.5,22.66,39.84,-2.34
2008-12-18,39.73,24.66,35.62,4.11
2008-12-25,28.95,27.19,43.86,-14.91
2009-01-01,24,21.33,54.67,-30.67
2009-01-08,48.7,16.23,35.06,13.64
2009-01-15,27.63,25,47.37,-19.74
2009-01-22,27.21,26.47,46.32,-19.11
2009-01-29,25.27,27.47,47.25,-21.98
2009-02-05,24.63,31.34,44.03,-19.4
2009-02-12,32.91,27.85,39.24,-6.33
2009-02-19,21.64,21.64,56.72,-35.08
2009-02-26,24.3,20.56,55.14,-30.84
2009-03-05,18.92,10.81,70.27,-51.35
2009-03-12,27.64,17.89,54.47,-26.83
2009-03-19,45.06,16.67,38.27,6.79
2009-03-26,39.13,18.48,42.39,-3.26
2009-04-02,42.66,20.28,37.06,5.6
2009-04-09,35.71,20,44.29,-8.58
2009-04-16,44.14,20,35.86,8.28
2009-04-23,31.82,29.55,38.64,-6.82
2009-04-30,36.09,20.3,43.61,-7.52
2009-05-07,44.09,22.58,33.33,10.76
2009-05-14,43.81,20.95,35.24,8.57
2009-05-21,33.72,20.93,45.35,-11.63
2009-05-28,40.37,11.01,48.62,-8.25
2009-06-04,47.56,15.85,36.59,10.97
2009-06-11,39.25,21.5,39.25,0
2009-06-18,33.33,20.24,46.43,-13.1
2009-06-25,28,23.2,48.8,-20.8
2009-07-02,37.84,17.57,44.59,-6.75
2009-07-09,27.91,17.44,54.65,-26.74
2009-07-16,28.68,24.26,47.06,-18.38
2009-07-23,37.6,20,42.4,-4.8
2009-07-30,47.67,20.93,31.4,16.27
2009-08-06,50,14.84,35.16,14.84
2009-08-13,51,16,33,18
2009-08-20,34.07,25.93,40,-5.93
2009-08-27,33.98,17.48,48.54,-14.56
2009-09-03,37.97,24.05,37.97,0
2009-09-10,37.33,18.67,44,-6.67
2009-09-17,42.14,17.86,40,2.14
2009-09-24,39.09,16.36,44.55,-5.46
2009-10-01,43.55,20.97,35.48,8.07
2009-10-08,35.09,23.68,41.23,-6.14
2009-10-15,47.3,18.92,33.78,13.52
2009-10-22,40.48,23.81,35.71,4.77
2009-10-29,33.65,24.04,42.31,-8.66
2009-11-05,22.22,22.22,55.56,-33.34
2009-11-12,38.6,22.8,38.6,0
2009-11-19,42.73,25.45,31.82,10.91
2009-11-26,41.66,16.66,41.66,0
2009-12-03,41.58,24.75,33.66,7.92
2009-12-10,42.68,21.95,35.37,7.31
2009-12-17,42.11,29.47,28.42,13.69
2009-12-24,37.68,24.64,37.68,0
2009-12-31,49.18,27.87,22.95,26.23
2010-01-07,41,33,26,15
2010-01-14,47.44,25.64,26.92,20.52
2010-01-21,40,25.26,34.74,5.26
2010-01-28,35,28.33,36.67,-1.67
2010-02-04,29.23,27.69,43.08,-13.85
2010-02-11,36.75,21.37,41.88,-5.13
2010-02-18,35.85,28.93,35.22,0.63
2010-02-25,34.89,35.57,29.53,5.36
2010-03-04,35.86,37.93,26.21,9.65
2010-03-11,45.29,29.41,25.29,20
2010-03-18,35.37,34.76,29.88,5.49
2010-03-25,32.39,32.95,34.66,-2.27
2010-04-01,41.3,27.54,31.16,10.14
2010-04-08,42.86,26.79,30.36,12.5
2010-04-15,48.48,21.82,29.7,18.78
2010-04-22,38.12,27.62,34.25,3.87
2010-04-29,41.36,30,28.64,12.72
2010-05-06,39.13,32.3,28.57,10.56
2010-05-13,36.6,26.8,36.6,0
2010-05-20,41.3,25,33.7,7.6
2010-05-27,29.83,19.3,50.88,-21.05
2010-06-03,37.09,22.07,40.85,-3.76
2010-06-10,34.48,22.41,43.1,-8.62
2010-06-17,42.45,26.89,30.66,11.79
2010-06-24,34.46,33.11,32.43,2.03
2010-07-01,24.68,33.33,41.99,-17.31
2010-07-08,20.94,21.99,57.07,-36.13
2010-07-15,39.37,22.84,37.8,1.57
2010-07-22,32.16,22.81,45.03,-12.87
2010-07-29,40,26.67,33.33,6.67
2010-08-05,30.39,31.37,38.24,-7.85
2010-08-12,39.76,30.12,30.12,9.64
2010-08-19,30.11,27.42,42.47,-12.36
2010-08-26,20.74,29.79,49.47,-28.73
2010-09-02,30.8,27,42.21,-11.41
2010-09-09,43.87,24.51,31.61,12.26
2010-09-16,50.89,24.85,24.26,26.63
2010-09-23,44.97,29.63,25.4,19.57
2010-09-30,42.53,25.86,31.61,10.92
2010-10-07,49.03,23.23,27.74,21.29
2010-10-14,47.1,26.09,26.81,20.29
2010-10-21,49.62,25.19,25.19,24.43
2010-10-28,51.23,27.16,21.6,29.63
2010-11-04,48.23,21.99,29.79,18.44
2010-11-11,57.56,13.95,28.49,29.07
2010-11-18,40,27.5,32.5,7.5
2010-11-25,47.4,27.92,24.68,22.72
2010-12-02,49.66,24.14,26.21,23.45
2010-12-09,53.05,24.39,22.56,30.49
2010-12-16,50.23,22.62,27.15,23.08
2010-12-23,63.28,20.31,16.4,46.88
2010-12-30,51.61,28.34,20.05,31.56
2011-01-06,55.88,25.86,18.25,37.63
2011-01-13,52.34,24.22,23.44,28.9
2011-01-20,50.75,20.15,29.1,21.65
2011-01-27,42.04,23.67,34.29,7.75
2011-02-03,51.54,21.59,26.87,24.67
2011-02-10,49.4,23.69,26.91,22.49
2011-02-17,46.58,27.85,25.57,21.01
2011-02-24,36.63,27.23,36.14,0.49
2011-03-03,36.79,30.05,33.16,3.63
2011-03-10,35.97,31.71,32.32,3.65
2011-03-17,28.49,31.39,40.12,-11.63
2011-03-24,37.74,27.27,34.97,2.77
2011-03-31,41.81,27.12,31.07,10.74
2011-04-07,43.59,27.56,28.85,14.74
2011-04-14,42.25,26.76,30.99,11.26
2011-04-21,32.16,36.84,30.99,1.17
2011-04-28,37.9,31.45,30.65,7.25
2011-05-05,35.46,32.67,31.87,3.59
2011-05-12,30.77,33.73,35.5,-4.73
2011-05-19,26.69,32.02,41.29,-14.6
2011-05-26,25.61,32.97,41.42,-15.81
2011-06-02,30.18,36.39,33.43,-3.25
2011-06-09,24.42,27.91,47.67,-23.25
2011-06-16,29,28.25,42.75,-13.75
2011-06-23,37.46,26.8,35.74,1.72
2011-06-30,38.31,31.49,30.19,8.12
2011-07-07,41.77,33.54,24.68,17.09
2011-07-14,39.31,31.45,29.25,10.06
2011-07-21,39.86,29.54,30.61,9.25
2011-07-28,37.84,30.74,31.42,6.42
2011-08-04,27.16,22.99,49.85,-22.69
2011-08-11,33.43,21.79,44.78,-11.35
2011-08-18,35.56,24.62,39.82,-4.26
2011-08-25,36.44,22.6,40.96,-4.52
2011-09-01,38.62,29.04,32.34,6.28
2011-09-08,30.22,29.5,40.29,-10.07
2011-09-15,30.5,28.15,41.35,-10.85
2011-09-22,25.33,26.67,48,-22.67
2011-09-29,32.51,20.68,46.79,-14.28
2011-10-06,35.23,19.04,45.71,-10.48
2011-10-13,39.77,23.86,36.36,3.41
2011-10-20,35.98,29.41,34.6,1.38
2011-10-27,43,32,25,18
2011-11-03,40.18,30.2,29.62,10.56
2011-11-10,44.73,30.7,24.56,20.17
2011-11-17,41.93,27.01,31.04,10.89
2011-11-24,32.71,29.01,38.27,-5.56
2011-12-01,33.04,27.53,39.42,-6.38
2011-12-08,38.57,26.66,34.76,3.81
2011-12-15,40.18,26.16,33.64,6.54
2011-12-22,33.725,38.039,28.235,5.49
2011-12-29,40.6,28.57,30.827,9.773
2012-01-05,48.88,33.95,17.16,31.72
2012-01-12,49.14,33.68,17.18,31.96
2012-01-19,47.23,29.15,23.61,23.62
2012-01-26,48.3974,32.692,18.91,29.4874
2012-02-02,43.806,31.117,25.075,18.731
2012-02-09,51.643,28.169,20.187,31.456
2012-02-16,42.713,30.653,26.633,16.08
2012-02-23,43.689,28.802,27.508,16.181
2012-03-01,44.512,28.658,26.829,17.683
2012-03-08,42.379,28.624,28.996,13.383
2012-03-15,45.6067,27.1967,27.1967,18.41
2012-03-22,42.3841,29.8013,27.8146,14.5695
2012-03-29,42.47,32.05,25.48,16.99
2012-04-05,38.1743,34.0249,27.8008,10.3735
2012-04-12,28.1385,30.303,41.5584,-13.4199
2012-04-19,31.1787,34.981,33.8403,-2.6616
2012-04-26,27.6423,34.9593,37.3984,-9.7561
2012-05-03,35.4015,36.1314,28.4672,6.9343
2012-05-10,25.3968,32.5397,42.0635,-16.6667
2012-05-17,23.5821,30.4478,45.9701,-22.388
2012-05-24,30.4688,30.8594,38.6719,-8.2031
2012-05-31,28.0156,29.9611,42.0233,-14.0077
2012-06-07,27.451,26.7974,45.7516,-18.3006
2012-06-14,34.0351,30.1754,35.7895,-1.7544
2012-06-21,32.8904,31.2292,35.8804,-2.99
2012-06-28,28.6689,26.9625,44.3686,-15.6997
2012-07-05,32.64,34.03,33.33,-0.69
2012-07-12,30.2251,35.0482,34.7267,-4.5016
2012-07-19,22.19,36.0231,41.7867,-19.5967
2012-07-26,28.115,28.754,43.131,-15.016
2012-08-02,30.4478,34.6269,34.9254,-4.4776
2012-08-09,36.4706,36.1765,27.3529,9.1177
2012-08-16,36.8421,35.0877,28.0702,8.7719
2012-08-23,41.958,32.1678,25.8741,16.0839
2012-08-30,34.7222,32.6389,32.6389,2.0833
2012-09-06,33.0579,33.8843,33.0579,0
2012-09-13,36.4583,30.5556,32.9861,3.4722
2012-09-20,37.5,28.7162,33.7838,3.7162
2012-09-27,36.1011,27.4368,36.4621,-0.361
2012-10-04,33.8608,32.9114,33.2278,0.633
2012-10-11,30.5755,30.5755,38.8489,-8.2734
2012-10-18,28.6604,26.7913,44.5483,-15.8879
2012-10-25,29.2453,27.673,43.0818,-13.8365
2012-11-01,35.7377,23.2787,40.9836,-5.2459
2012-11-08,38.4977,21.5962,39.9061,-1.4084
2012-11-15,28.8235,22.3529,48.8235,-20
2012-11-22,35.8156,23.4043,40.7801,-4.9645
2012-11-28,40.9266,24.7104,34.3629,6.5637
2012-12-06,42.2222,23.1746,34.6032,7.619
2012-12-13,43.2331,26.6917,30.0752,13.1579
2012-12-20,46.4,28.8,24.8,21.6
2012-12-27,44.403,25.3731,30.2239,14.1791
2013-01-03,38.7097,25.0896,36.2007,2.509
2013-01-10,46.4497,26.6272,26.9231,19.5266
2013-01-17,43.9437,28.7324,27.3239,16.6198
2013-01-24,52.3392,23.3918,24.269,28.0702
2013-01-31,48.0447,27.6536,24.3017,23.743
2013-02-07,42.7673,27.673,29.5597,13.2076
2013-02-14,42.2535,29.0141,28.7324,13.5211
2013-02-21,41.7857,25.7143,32.5,9.2857
2013-02-28,28.3912,35.0158,36.5931,-8.2019
2013-03-07,31.0559,30.4348,38.5093,-7.4534
2013-03-14,45.42,22.55,32.03,13.39
2013-03-21,38.9439,27.7228,33.3333,5.6106
2013-03-28,38.3954,32.9513,28.6533,9.7421
2013-04-04,35.493,36.338,28.169,7.324
2013-04-11,19.3103,26.2069,54.4828,-35.1725
2013-04-18,26.8493,24.9315,48.2192,-21.3699
2013-04-25,28.2895,32.8947,38.8158,-10.5263
2013-05-02,30.9859,33.0986,35.9155,-4.9296
2013-05-09,40.7942,31.769,27.4368,13.3574
2013-05-16,38.4858,32.1767,29.3375,9.1483
2013-05-23,48.9726,29.4521,21.5753,27.3973
2013-05-30,35.9684,34.3874,29.6443,6.3241
2013-06-06,29.4737,31.5789,38.9474,-9.4737
2013-06-13,32.973,32.4324,34.5946,-1.6216
2013-06-20,37.4532,32.5843,29.9625,7.4907
2013-06-27,30.2752,34.5566,35.1682,-4.893
2013-07-04,41.9929,34.1637,23.8434,18.1495
2013-07-11,48.9362,32.766,18.2979,30.6383
2013-07-18,47.7352,31.0105,21.2544,26.4808
2013-07-25,45.1178,32.3232,22.5589,22.5589
2013-08-01,35.6164,39.3836,25,10.6164
2013-08-08,39.4984,33.8558,26.6458,12.8526
2013-08-15,34.507,37.3239,28.169,6.338
2013-08-22,28.9575,28.1853,42.8571,-13.8996
2013-08-29,33.5404,35.7143,30.7453,2.7951
2013-09-05,35.53,33.22,31.25,4.28
2013-09-12,45.515,29.9003,24.5847,20.9303
2013-09-19,45.1128,25.188,29.6992,15.4136
2013-09-26,36.0544,33.3333,30.6122,5.4422
2013-10-03,37.8378,32.0946,30.0676,7.7702
2013-10-10,41.3284,25.0923,33.5793,7.7491
2013-10-17,46.2783,28.8026,24.9191,21.3592
2013-10-24,49.2013,33.2268,17.5719,31.6294
2013-10-31,44.9664,33.557,21.4765,23.4899
2013-11-07,45.4829,32.7103,21.8069,23.676
2013-11-14,39.1975,33.3333,27.4691,11.7284
2013-11-21,34.3931,36.1272,29.4798,4.9133
2013-11-28,47.3016,24.4444,28.254,19.0476
2013-12-05,42.6415,29.8113,27.5472,15.0943
2013-12-12,41.2651,33.7349,25,16.2651
2013-12-19,47.4576,27.4576,25.0847,22.3729
2013-12-26,55.0562,26.4045,18.5393,36.5169
2014-01-02,43.0894,27.6423,29.2683,13.8211
2014-01-09,43.617,31.383,25,18.617
2014-01-16,38.992,39.5225,21.4854,17.5066
2014-01-23,38.1201,38.1201,23.7598,14.3603
2014-01-30,32.1839,35.0575,32.7586,-0.5747
2014-02-06,27.896,35.6974,36.4066,-8.5106
2014-02-13,40.1478,32.5123,27.3399,12.8079
2014-02-20,42.2,35,22.8,19.4
2014-02-27,39.6907,39.1753,21.134,18.5567
2014-03-06,40.5099,32.8612,26.6289,13.881
2014-03-13,41.3408,31.8436,26.8156,14.5252
2014-03-20,36.7816,37.069,26.1494,10.6322
2014-03-27,31.1615,40.2266,28.6119,2.5496
2014-04-03,35.3571,37.8571,26.7857,8.5714
2014-04-10,28.4768,37.4172,34.106,-5.6292
2014-04-17,27.2171,38.5321,34.2508,-7.0337
2014-04-24,34.5029,39.4737,26.0234,8.4795
2014-05-01,29.7735,40.7767,29.4498,0.3237
2014-05-08,28.3439,42.9936,28.6624,-0.3185
2014-05-15,33.121,44.2675,22.6115,10.5095
2014-05-22,30.4348,43.1677,26.3975,4.0373
2014-05-29,36.4641,40.3315,23.2044,13.2597
2014-06-05,39.5062,38.2716,22.2222,17.284
2014-06-12,44.6875,34.0625,21.25,23.4375
2014-06-19,35.1744,40.6977,24.1279,11.0465
2014-06-26,37.2208,41.6873,21.0918,16.129
2014-07-03,38.5075,39.1045,22.3881,16.1194
2014-07-10,37.6404,33.7079,28.6517,8.9887
