date,fng,momentum_spx,momentum_spx_ma125,strength_52w,breadth_mcclellan,putcall_5d,vix,vix_ma50,junk_spread,safehaven_diff,fng_rating
2026-01-16,64,6940.01,6670.13,4.14574,1309.48,0.725384,15.86,17.062,1.2377,3.40088,greed
2026-01-20,51,6796.86,6674.03,4.1225,1293.72,0.73116,20.09,17.1036,1.22457,0.294128,neutral
2026-01-21,54,6875.62,6678.16,4.3978,1299.81,0.731404,16.9,17.0516,1.2115,0.424889,neutral
2026-01-22,55,6913.35,6682.56,4.70649,1317.52,0.732897,15.64,16.9828,1.22027,0.465857,neutral
2026-01-23,55,6915.61,6686.78,4.84828,1324.14,0.707685,16.09,16.9526,1.2228,0.249301,neutral
2026-01-26,58,6950.23,6691.26,5.04059,1327.38,0.717767,16.15,16.93,1.2248,0.740839,greed
2026-01-27,65,6978.6,6696.12,5.19088,1335.44,0.709488,16.35,16.9068,1.22883,1.74151,greed
2026-01-28,66,6978.03,6701.04,5.44739,1328.64,0.707263,16.35,16.8338,1.22219,1.87377,greed
2026-01-29,64,6969.01,6706.08,5.68767,1325.26,0.719726,16.88,16.7748,1.2242,1.94027,greed
2026-01-30,59,6939.03,6711.69,5.74969,1307.79,0.724699,17.44,16.676,1.23122,1.43398,greed
2026-02-02,63,6976.44,6716.86,5.86112,1294.17,0.731748,16.34,16.509,1.22716,2.08693,greed
2026-02-03,43,6917.81,6721.81,5.83559,1288.47,0.750439,18,16.3958,1.35428,0.465719,fear
2026-02-04,47,6882.72,6726.11,5.89947,1294.39,0.770529,18.64,16.2402,1.26723,0.52317,neutral
2026-02-05,35,6798.4,6729.78,5.8497,1276.76,0.807326,21.77,16.207,1.26169,-1.61231,fear
2026-02-06,45,6932.3,6734.12,6.10634,1291.99,0.799676,17.76,16.1518,1.28741,-0.234566,neutral
2026-02-09,48,6964.82,6738.85,6.17746,1308.56,0.781889,17.36,16.1278,1.27365,-0.0696954,neutral
2026-02-10,47,6941.81,6742.82,6.26462,1326.54,0.77813,17.79,16.1398,1.27365,-0.464886,neutral
2026-02-11,50,6941.47,6746.62,6.47713,1341.27,0.771729,17.65,16.1658,1.27973,0.494379,neutral
2026-02-12,36,6832.76,6749.53,6.51497,1328.46,0.787982,20.82,16.2374,1.27525,-2.13093,fear
2026-02-13,34,6836.17,6752.62,6.34426,1331.67,0.788956,20.6,16.3176,1.30527,-2.75946,fear
2026-02-17,33,6843.22,6755.78,6.28747,1324.52,0.82953,20.29,16.4018,1.31286,-0.956936,fear
2026-02-18,34,6881.31,6759.54,6.44145,1330.55,0.841048,19.62,16.4786,1.31688,-1.10297,fear
2026-02-19,34,6861.89,6763.26,6.22206,1334.47,0.889192,20.23,16.575,1.30058,-1.97567,fear
2026-02-20,42,6909.51,6767.58,5.92874,1346,0.847391,19.09,16.6236,1.30451,-1.15056,fear
2026-02-23,33,6837.75,6770.55,5.74978,1331.85,0.855628,21.01,16.7052,1.30386,-2.89942,fear
2026-02-24,40,6890.07,6774.15,5.59791,1335.4,0.833275,19.55,16.7808,1.31165,-2.66542,fear
2026-02-25,43,6946.13,6777.99,5.59346,1339.13,0.814624,17.93,16.8424,1.31369,-1.85222,fear
2026-02-26,43,6908.86,6781.41,5.58398,1356.29,0.784483,18.63,16.9002,1.30933,-2.33803,fear
2026-02-27,41,6878.88,6784.43,5.54306,1363.85,0.778715,19.86,16.9674,1.31432,-2.94967,fear
2026-03-02,34,6881.62,6787.8,5.75417,1370.75,0.793271,21.44,17.0666,1.32757,-3.06155,fear
2026-03-03,32,6816.63,6791.01,5.56133,1346.9,0.80873,23.57,17.1856,1.32757,-2.87764,fear
2026-03-04,33,6869.5,6794.38,5.38934,1338.41,0.819151,21.15,17.2712,1.32757,-1.50764,fear
2026-03-05,32,6830.71,6797.01,5.04358,1305.75,0.818252,23.75,17.448,1.36542,0.12097,fear
2026-03-06,25,6740.02,6799.08,4.91598,1252.56,0.840639,29.49,17.7562,1.35858,-3.0448,fear
2026-03-09,22,6795.99,6801.48,4.2818,1209.5,0.840069,25.5,17.9862,1.36712,-2.94481,extreme fear
2026-03-10,20,6781.48,6803.63,3.86459,1162.08,0.841426,24.93,18.2154,1.3848,-2.08959,extreme fear
2026-03-11,18,6775.8,6805.58,3.32746,1106.81,0.846364,24.23,18.428,1.34794,-2.0037,extreme fear
2026-03-13,17,6632.19,6805.94,2.61466,1051.45,0.847652,27.19,18.6878,1.32665,-1.51484,extreme fear
2026-03-16,24,6699.38,6806.86,2.21289,1026.06,0.839779,23.51,18.8714,1.33055,-0.652416,extreme fear
2026-03-17,23,6716.09,6807.67,1.9908,1023.2,0.854058,22.37,19.0198,1.33603,-0.980327,extreme fear
2026-03-18,14,6624.7,6807.81,1.6739,989.139,0.859665,25.09,19.2314,1.34213,-2.55554,extreme fear
2026-03-19,18,6606.49,6807.86,1.25785,958.311,0.903442,24.06,19.4146,1.34046,-2.49943,extreme fear
2026-03-20,8,6506.48,6806.86,0.764028,900.826,0.916922,26.78,19.6552,1.37021,-3.67322,extreme fear
2026-03-23,12,6581,6806.19,0.484915,881.64,0.906425,26.15,19.8706,1.33797,-1.64129,extreme fear
2026-03-24,10,6556.37,6805.09,0.318071,871.62,0.903856,26.95,20.1006,1.34399,-2.33665,extreme fear
2026-03-25,17,6591.9,6804.57,0.125421,882.688,0.892295,25.33,20.3174,1.34693,-3.2097,extreme fear
2026-03-26,10,6477.16,6803.29,-0.21057,875.437,0.865524,27.44,20.5638,1.34703,-3.32837,extreme fear
2026-03-27,8,6368.85,6801.4,-0.763165,847.18,0.877139,31.05,20.8652,1.34254,-4.14005,extreme fear
2026-03-30,6,6343.72,6799,-1.19682,820.849,0.903254,30.61,21.1424,1.356,-6.00289,extreme fear
2026-03-31,15,6528.52,6797.94,-1.59979,827.072,0.902698,25.25,21.3306,1.37073,-2.79503,extreme fear
2026-04-01,16,6575.32,6797.03,-1.61948,836.649,0.93837,24.54,21.5042,1.35587,-2.56233,extreme fear
2026-04-02,18,6582.69,6796,-1.8006,854.507,0.954837,23.87,21.5798,1.32445,-2.43036,extreme fear
2026-04-06,22,6611.83,6795.18,-1.82362,880.674,0.946881,24.17,21.7252,1.34266,-0.511736,extreme fear
2026-04-07,22,6616.85,6794.38,-1.77219,893.958,0.951624,25.78,21.928,1.32513,-1.23379,extreme fear
2026-04-08,29,6782.81,6794.72,-1.48632,930.247,0.954751,21.04,22.027,1.3282,0.850029,fear
2026-04-09,34,6824.66,6795.6,-1.3037,963.311,0.92021,19.49,22.0938,1.3074,1.12658,fear
2026-04-10,38,6816.89,6796.11,-1.16481,980.763,0.883106,19.23,22.1514,1.29823,2.95352,fear
2026-04-13,41,6886.24,6797.32,-0.945737,1017.89,0.857251,19.12,22.2068,1.2977,3.18625,fear
2026-04-14,47,6967.38,6800.64,-0.685641,1058,0.798443,18.36,22.2364,1.30678,4.24031,neutral
2026-04-15,56,7022.95,6803.58,-0.585738,1099.42,0.730359,18.17,22.251,1.30411,6.26339,greed
2026-04-16,61,7041.28,6806.76,-0.355446,1141.21,0.685466,17.94,22.283,1.30048,6.97322,greed
2026-04-17,69,7126.06,6810.4,0.175706,1199.31,0.648416,17.48,22.2726,1.28767,8.42197,greed
2026-04-20,70,7109.14,6814.24,0.735612,1252.21,0.635097,18.87,22.2772,1.29288,7.47105,greed
2026-04-21,68,7064.01,6817.44,1.07207,1274.04,0.66199,19.5,22.2318,1.29261,7.18132,greed
2026-04-22,68,7137.9,6820.66,1.30182,1290.88,0.683052,18.92,22.255,1.2888,8.14155,greed
2026-04-23,66,7108.4,6823.65,1.52435,1291.49,0.710523,19.31,22.294,1.2924,9.01011,greed
2026-04-24,65,7165.08,6827.37,1.74745,1287.58,0.734901,18.71,22.3124,1.2921,11.5898,greed
2026-04-27,66,7173.91,6830.86,2.23466,1286.72,0.730118,18.02,22.3198,1.28977,13.0886,greed
2026-04-28,67,7138.8,6833.63,2.52855,1280.47,0.717037,17.83,22.26,1.27617,9.65239,greed
2026-04-29,66,7135.95,6835.72,2.74197,1257.09,0.724121,18.81,22.2242,1.27882,8.88852,greed
2026-04-30,70,7209.01,6838.26,2.98753,1262.01,0.705925,16.89,22.1562,1.27071,9.87114,greed
2026-05-01,71,7230.12,6840.98,3.33341,1260.33,0.692973,16.99,22.1036,1.26334,9.67438,greed
2026-05-04,67,7200.75,6844.01,3.43777,1239.04,0.69575,18.29,22.0648,1.30352,9.81167,greed
2026-05-05,67,7259.22,6847.36,3.67433,1235.31,0.695133,17.38,22.0306,1.30482,8.04208,greed
2026-05-06,69,7365.12,6851.47,3.82468,1240.14,0.676207,17.39,21.9582,1.31123,8.41534,greed
2026-05-07,67,7337.11,6855.99,3.79318,1221.57,0.674471,17.08,21.9088,1.31948,8.25532,greed
2026-05-08,67,7398.93,6860.81,3.82327,1201.95,0.67461,17.19,21.894,1.31042,8.00321,greed
2026-05-11,67,7412.84,6866.35,3.8373,1177.02,0.655006,18.38,21.889,1.32045,7.659,greed
2026-05-12,66,7400.96,6871.73,3.5896,1148.42,0.649551,17.99,21.8516,1.31668,6.78194,greed
2026-05-13,65,7444.25,6876.62,3.45944,1111.83,0.640818,17.87,21.7802,1.31612,6.96019,greed
2026-05-14,66,7501.24,6881.86,3.49041,1089.28,0.615429,17.26,21.654,1.31309,7.09579,greed
2026-05-15,63,7408.5,6886.32,3.0138,1044.61,0.627566,18.43,21.5996,1.30795,6.69464,greed
2026-05-18,62,7403.05,6891.64,2.82105,1018.5,0.641497,17.82,21.481,1.29405,6.94624,greed
2026-05-19,59,7353.61,6896.6,2.43156,980.143,0.655676,18.06,21.2524,1.28498,5.69421,greed
2026-05-20,60,7432.97,6902.69,2.27276,968.412,0.662829,17.44,21.0912,1.28279,6.36279,greed
2026-05-21,58,7445.72,6909.31,2.11605,969.659,0.67992,16.76,20.9278,1.28918,5.86252,greed
2026-05-22,59,7473.47,6915.96,2.03688,981.32,0.66006,16.7,20.7772,1.29688,5.76165,greed
2026-05-26,61,7519.12,6923.81,2.06524,1002.4,0.641593,17.01,20.5736,1.29435,6.48372,greed
2026-05-27,61,7520.36,6931.14,2.12557,1021.29,0.608513,16.29,20.4292,1.30426,5.98969,greed
2026-05-28,60,7563.63,6938.01,2.19198,1042,0.608562,15.74,20.2966,1.31069,5.45945,greed
2026-05-29,60,7580.06,6944.53,2.11282,1050.72,0.589402,15.32,20.1012,1.32171,5.05675,greed
2026-06-01,57,7599.96,6950.83,1.957,1058.17,0.579705,16.05,19.941,1.32549,5.8563,greed
2026-06-02,56,7609.78,6956.91,1.98206,1065.88,0.575418,15.77,19.7208,1.45311,5.28036,greed
2026-06-03,53,7553.68,6962.84,1.68159,1045.75,0.580363,16.06,19.519,1.45712,3.7882,neutral
2026-06-04,54,7584.31,6968.88,1.43637,1045.46,0.586899,15.4,19.288,1.34917,4.10886,neutral
2026-06-05,42,7383.74,6973.15,1.22286,1022.8,0.648547,21.51,19.2116,1.35026,1.36995,fear
2026-06-08,40,7405.73,6977.54,1.09642,997.926,0.682027,18.92,19.0412,1.33737,1.17287,fear
2026-06-09,32,7386.65,6981.67,1.03231,985.475,0.73879,19.87,18.8176,1.34624,0.439118,fear
2026-06-10,27,7266.99,6985.03,1.10687,957.905,0.784437,22.22,18.6498,1.34684,-1.62483,fear
