# OFFICIAL S&P breadth via Barchart free EOD: pct_above_ma20=$S5TW, pct_above_ma50=$S5FI, pct_above_ma200=$S5TH. No survivorship bias (true index constituents). Accumulating cache: old dates kept if the free window ever shrinks. Read with comment='#'.
date,pct_above_ma20,pct_above_ma50,pct_above_ma200
2016-10-11,31.75,32.74,60.55
2016-10-12,32.34,31.75,61.34
2016-10-13,25.44,25.83,61.53
2016-10-14,25.24,27.21,60.35
2016-10-17,22.48,25.44,59.36
2016-10-18,31.55,30.76,61.73
2016-10-19,38.26,36.29,62.32
2016-10-20,36.88,33.53,61.93
2016-10-21,34.91,33.92,61.34
2016-10-24,43.78,37.47,62.72
2016-10-25,39.05,34.12,59.56
2016-10-26,41.02,33.53,59.36
2016-10-27,33.92,30.17,56.41
2016-10-28,38.26,32.74,57.39
2016-10-31,42.6,36.88,58.77
2016-11-01,35.5,30.17,53.64
2016-11-02,28.79,26.62,51.47
2016-11-03,29.58,25.83,50.88
2016-11-04,27.41,26.62,49.9
2016-11-07,57.79,42.2,56.8
2016-11-08,63.51,48.52,58.38
2016-11-09,63.9,53.64,60.35
2016-11-10,64.49,55.22,60.55
2016-11-11,62.13,52.85,58.77
2016-11-14,62.72,55.42,60.55
2016-11-15,66.86,58.18,63.51
2016-11-16,66.66,56.6,61.34
2016-11-17,70.21,59.76,63.7
2016-11-18,68.04,58.38,61.93
2016-11-21,73.37,62.91,63.11
2016-11-22,74.35,64.29,65.28
2016-11-23,73.96,64.49,63.7
2016-11-25,77.31,67.85,67.06
2016-11-28,76.92,64.29,65.08
2016-11-29,76.13,64.29,64.49
2016-11-30,67.65,60.35,61.53
2016-12-01,55.42,57.59,60.55
2016-12-02,56.6,58.97,59.17
2016-12-05,60.74,62.32,60.94
2016-12-06,63.7,64.89,62.13
2016-12-07,79.64,69.36,66.99
2016-12-08,80.43,71.34,67.58
2016-12-09,83.2,74.11,67.98
2016-12-12,77.71,73.96,67.45
2016-12-13,82.05,78.5,69.63
2016-12-14,71.4,71.2,65.87
2016-12-15,70.8,71.2,65.87
2016-12-16,66.46,70.8,64.89
2016-12-19,68.44,72.38,65.08
2016-12-20,69.23,72.58,66.07
2016-12-21,66.66,73.37,65.08
2016-12-22,59.96,70.01,62.91
2016-12-23,61.53,71.99,63.7
2016-12-27,69.03,74.55,64.1
2016-12-28,47.53,65.87,61.34
2016-12-29,42.2,68.24,61.93
2016-12-30,32.14,64.29,60.35
2017-01-03,49.9,72.18,61.93
2017-01-04,66.07,80.27,66.07
2017-01-05,57.39,80.67,64.89
2017-01-06,61.46,78.85,66.79
2017-01-09,46.24,74.5,64.62
2017-01-10,50,71.93,65.81
2017-01-11,56.91,74.7,65.61
2017-01-12,53.35,74.3,66.2
2017-01-13,56.15,73.21,66.26
2017-01-17,53.86,73.66,67.92
2017-01-18,60.19,73.66,67.52
2017-01-19,45.94,65.74,64.75
2017-01-20,56.23,68.11,66.33
2017-01-23,50.09,64.95,64.35
2017-01-24,64.55,72.27,66.33
2017-01-25,68.71,75.84,67.72
2017-01-26,64.95,71.88,66.13
2017-01-27,59.2,68.11,64.55
2017-01-30,54.05,61.18,64.15
2017-01-31,57.22,61.38,65.94
2017-02-01,49.7,56.23,64.55
2017-02-02,52.47,56.63,67.72
2017-02-03,66.33,64.15,68.51
2017-02-06,60.62,61.41,66.92
2017-02-07,56.69,58.46,67.12
2017-02-08,59.64,59.25,68.89
2017-02-09,69.88,66.14,71.85
2017-02-10,73.62,68.89,72.83
2017-02-13,75.59,73.62,73.81
2017-02-14,77.36,74.01,73.81
2017-02-15,78.93,74.01,75.39
2017-02-16,76.18,73.62,75.59
2017-02-17,76.37,73.22,76.18
2017-02-21,81.49,77.75,77.75
2017-02-22,78.74,75.98,76.96
2017-02-23,74.01,75.59,76.37
2017-02-24,77.16,76.18,78.54
2017-02-27,78.93,77.75,78.93
2017-02-28,72.38,73.17,77.12
2017-03-01,83.03,77.71,79.88
2017-03-02,75.34,74.95,78.69
2017-03-03,73.96,74.75,77.9
2017-03-06,65.87,72.97,76.52
2017-03-07,57.98,69.42,74.16
2017-03-08,49.5,66.66,73.17
2017-03-09,43.98,63.9,72.97
2017-03-10,51.68,67.12,73.46
2017-03-13,52.67,66.93,73.46
2017-03-14,43.33,64.81,72.76
2017-03-15,61.03,69.58,76.14
2017-03-16,54.87,68.98,74.55
2017-03-17,53.87,66.2,75.94
2017-03-20,48.5,66,74.95
2017-03-21,28.82,52.48,73.35
2017-03-22,34.79,55.26,73.55
2017-03-23,33.2,54.27,73.35
2017-03-24,33,53.47,72.76
2017-03-27,32.8,51.68,71.96
2017-03-28,45.52,56.66,74.75
2017-03-29,51.68,56.85,75.34
2017-03-30,56.06,60.23,76.14
2017-03-31,53.47,59.04,75.74
2017-04-03,45.12,53.67,74.35
2017-04-04,44.13,54.47,74.95
2017-04-05,40.75,52.08,73.75
2017-04-06,47.91,56.46,73.95
2017-04-07,46.33,55.64,75.24
2017-04-10,52.07,57.22,76.63
2017-04-11,52.07,56.63,77.02
2017-04-12,40.59,49.3,74.25
2017-04-13,28.91,40.99,69.9
2017-04-17,49.9,49.7,74.05
2017-04-18,47.12,46.33,72.27
2017-04-19,46.33,45.94,71.88
2017-04-20,62.17,55.04,74.05
2017-04-21,57.82,49.9,73.06
2017-04-24,72.07,59.2,75.24
2017-04-25,75.84,60.99,76.23
2017-04-26,71.68,61.18,76.23
2017-04-27,68.91,61.58,75.24
2017-04-28,60.19,55.64,73.06
2017-05-01,59.2,54.45,71.88
2017-05-02,60.79,56.63,72.07
2017-05-03,56.43,52.67,71.08
2017-05-04,59.4,55.64,70.69
2017-05-05,65.54,59.4,71.28
2017-05-08,62.37,57.82,71.28
2017-05-09,58.01,56.23,71.48
2017-05-10,61.38,58.61,70.89
2017-05-11,55.24,57.22,69.9
2017-05-12,48.91,53.86,68.71
2017-05-15,56.83,58.21,69.5
2017-05-16,51.68,54.05,67.72
2017-05-17,27.52,41.78,63.96
2017-05-18,32.47,44.55,64.15
2017-05-19,41.18,50.09,66.93
2017-05-22,50.09,53.26,68.31
2017-05-23,52.27,54.05,68.91
2017-05-24,56.43,56.03,68.91
2017-05-25,61.78,59,68.91
2017-05-26,61.18,58.01,68.91
2017-05-30,60.19,57.82,67.52
2017-05-31,62.37,58.01,67.92
2017-06-01,72.27,66.53,70.69
2017-06-02,73.26,66.13,70.89
2017-06-05,70.09,63.36,69.9
2017-06-06,65.14,61.38,68.91
2017-06-07,64.55,61.78,69.7
2017-06-08,69.5,63.36,69.3
2017-06-09,71.68,68.51,69.9
2017-06-12,70.29,70.49,72.07
2017-06-13,78.61,72.87,73.06
2017-06-14,72.87,70.89,71.28
2017-06-15,70.49,70.49,71.88
2017-06-16,67.26,68.65,71.82
2017-06-19,74,73.41,72.02
2017-06-20,62.5,67.65,70.23
2017-06-21,53.96,63.88,70.23
2017-06-22,50.39,62.1,70.03
2017-06-23,51.58,64.08,70.03
2017-06-26,56.74,66.26,72.22
2017-06-27,43.25,60.71,69.44
2017-06-28,57.53,69.24,72.42
2017-06-29,44.64,57.73,70.43
2017-06-30,49.1,61.18,70.49
2017-07-03,57.82,65.94,73.06
2017-07-05,53.06,63.16,70.89
2017-07-06,35.84,53.66,69.3
2017-07-07,48.11,59,70.09
2017-07-10,50.29,56.63,69.7
2017-07-11,47.92,57.82,69.5
2017-07-12,58.41,64.35,70.89
2017-07-13,60.79,63.36,70.49
2017-07-14,68.71,69.5,72.07
2017-07-17,71.48,70.09,72.67
2017-07-18,66.53,67.12,71.88
2017-07-19,73.46,73.26,73.66
2017-07-20,70.29,71.68,72.87
2017-07-21,71.73,71.54,73.71
2017-07-24,67.78,67.98,72.33
2017-07-25,74.11,69.36,74.11
2017-07-26,68.51,66.53,72.67
2017-07-27,66.53,64.35,73.06
2017-07-28,64.75,62.77,71.08
2017-07-31,62.97,62.97,71.68
2017-08-01,61.5,63.09,71.42
2017-08-02,57.93,60.91,70.03
2017-08-03,54.56,59.12,69.44
2017-08-04,55.15,61.7,70.03
2017-08-07,55.55,61.11,69.64
2017-08-08,47.81,56.54,69.44
2017-08-09,47.61,55.75,68.45
2017-08-10,29.56,43.65,63.88
2017-08-11,27.12,42.37,65.34
2017-08-14,44.75,53.06,67.72
2017-08-15,43.36,51.88,67.12
2017-08-16,46.73,53.26,67.32
2017-08-17,28.31,41.58,60.79
2017-08-18,25.74,39.4,60.39
2017-08-21,29.1,40.39,59.4
2017-08-22,42.37,47.32,62.77
2017-08-23,37.42,44.15,61.78
2017-08-24,37.22,42.77,61.38
2017-08-25,41.98,45.54,62.97
2017-08-28,40.39,43.16,61.58
2017-08-29,41.58,42.57,60.99
2017-08-30,49.1,46.53,61.98
2017-08-31,60,50.89,63.16
2017-09-01,66.26,54.36,63.88
2017-09-05,57.42,49.7,60
2017-09-06,61.58,53.26,62.37
2017-09-07,65.54,52.67,61.38
2017-09-08,64.15,53.06,62.17
2017-09-11,73.06,62.17,63.96
2017-09-12,75.64,62.97,66.33
2017-09-13,72.07,62.57,65.54
2017-09-14,74.2,62.1,64.68
2017-09-15,75.99,62.1,66.26
2017-09-18,72.81,64.68,66.26
2017-09-19,68.25,65.47,67.65
2017-09-20,67.85,62.89,67.85
2017-09-21,63.09,60.31,67.26
2017-09-22,63.69,59.72,67.06
2017-09-25,62.1,61.11,69.04
2017-09-26,60.11,61.11,68.65
2017-09-27,64.28,63.29,69.24
2017-09-28,61.3,62.5,69.44
2017-09-29,65.27,65.67,70.03
2017-10-02,69.84,67.65,71.23
2017-10-03,69.04,69.84,69.84
2017-10-04,72.42,71.42,71.23
2017-10-05,76.63,73.86,72.47
2017-10-06,72.67,72.67,71.48
2017-10-09,68.31,70.69,70.09
2017-10-10,70.89,71.28,70.89
2017-10-11,70.89,71.28,72.07
2017-10-12,72.27,74.45,72.07
2017-10-13,71.68,74.25,71.68
2017-10-16,70.09,72.87,71.48
2017-10-17,66.93,73.26,71.88
2017-10-18,65.74,74.85,72.07
2017-10-19,66.93,76.23,72.47
2017-10-20,74.05,76.23,73.46
2017-10-23,69.1,73.66,73.46
2017-10-24,67.12,73.26,72.27
2017-10-25,57.22,69.7,70.69
2017-10-26,60.39,66.53,69.3
2017-10-27,61.18,68.51,69.5
2017-10-30,52.07,65.74,68.51
2017-10-31,54.76,67.06,67.46
2017-11-01,55.35,66.46,68.25
2017-11-02,57.45,65.4,67.59
2017-11-03,55.26,64.61,67.39
2017-11-06,57.25,65.2,67.99
2017-11-07,53.26,63.96,67.72
2017-11-08,54.65,64.55,67.72
2017-11-09,51.68,63.36,68.11
2017-11-10,51.68,61.98,67.72
2017-11-13,55.04,63.96,67.72
2017-11-14,53.26,62.97,67.52
2017-11-15,45.03,55.95,65.47
2017-11-16,54.16,61.11,67.85
2017-11-17,54.16,60.51,66.46
2017-11-20,56.94,61.7,67.26
2017-11-21,62.5,62.5,69.04
2017-11-22,61.11,62.69,68.45
2017-11-24,64.28,62.1,68.05
2017-11-27,61.7,60.91,67.06
2017-11-28,75.99,70.23,70.63
2017-11-29,72.81,75,72.22
2017-11-30,76.38,74.6,71.82
2017-12-01,78.17,77.38,74.2
2017-12-04,70.89,72.47,76.43
2017-12-05,64.15,69.3,74.25
2017-12-06,62.37,67.12,73.66
2017-12-07,66.53,70.09,74.65
2017-12-08,73.06,73.86,74.45
2017-12-11,74.85,75.64,76.23
2017-12-12,71.68,73.06,77.02
2017-12-13,69.5,72.47,75.64
2017-12-14,56.43,66.33,74.45
2017-12-15,70.09,72.27,77.22
2017-12-18,77.22,75.24,77.02
2017-12-19,70.89,72.27,75.04
2017-12-20,66.33,71.48,76.03
2017-12-21,66.13,71.88,76.03
2017-12-22,62.37,71.68,76.43
2017-12-26,62.97,71.88,76.23
2017-12-27,65.14,72.87,76.43
2017-12-28,69.5,75.04,76.83
2017-12-29,57.42,71.68,76.63
2018-01-02,64.28,74,76.58
2018-01-03,73.01,78.37,76.19
2018-01-04,74.4,77.97,76.78
2018-01-05,78.01,81.78,78.01
2018-01-08,79.8,81.78,78.81
2018-01-09,76.03,82.17,77.62
2018-01-10,72.07,78.81,76.83
2018-01-11,76.03,80.19,77.02
2018-01-12,78.01,80.99,77.62
2018-01-16,73.66,78.81,77.22
2018-01-17,78.01,80.19,78.41
2018-01-18,76.23,79.8,77.82
2018-01-19,77.42,80.99,78.41
2018-01-22,79.4,82.57,79.8
2018-01-23,81.38,84.15,80.99
2018-01-24,78.01,82.77,80.79
2018-01-25,77.62,82.97,80.99
2018-01-26,80.39,83.76,82.17
2018-01-29,72.87,80.19,80.79
2018-01-30,59.2,76.43,79.4
2018-01-31,58.41,74.85,79.4
2018-02-01,51.88,72.47,77.82
2018-02-02,26.53,59.6,74.65
2018-02-05,6.13,27.72,61.18
2018-02-06,7.92,37.42,66.53
2018-02-07,10.49,35.24,64.75
2018-02-08,2.97,13.46,51.88
2018-02-09,6.53,17.62,57.02
2018-02-12,10.09,25.74,60.99
2018-02-13,11.48,28.71,61.18
2018-02-14,23.76,40.39,65.94
2018-02-15,36.23,46.53,68.71
2018-02-16,38.61,46.53,69.3
2018-02-20,32.67,41.58,67.12
2018-02-21,30.09,40,65.74
2018-02-22,31.08,40,64.95
2018-02-23,58.41,50.29,68.51
2018-02-26,69.7,55.64,70.09
2018-02-27,54.56,45.23,66.66
2018-02-28,42.94,37.57,63.61
2018-03-01,30.41,28.03,60.03
2018-03-02,41.55,32.6,60.83
2018-03-05,58.81,39.6,63.36
2018-03-06,62.37,41.78,63.96
2018-03-07,60.39,40.59,63.96
2018-03-08,64.88,43.25,64.48
2018-03-09,77.18,53.37,69.04
2018-03-12,74.4,51.19,68.65
2018-03-13,68.65,48.8,66.86
2018-03-14,58.53,44.04,65.67
2018-03-15,54.96,43.05,64.28
2018-03-16,62.1,48.21,65.27
2018-03-19,43.65,39.28,62.69
2018-03-20,47.11,40.75,62.42
2018-03-21,48.11,41.55,62.42
2018-03-22,18.29,23.26,54.67
2018-03-23,9.14,14.51,48.11
2018-03-26,25.44,26.44,56.06
2018-03-27,17.29,21.47,52.08
2018-03-28,18.68,21.47,52.28
2018-03-29,28.62,30.01,56.26
2018-04-02,14.31,17.69,46.71
2018-04-03,21.98,24.55,51.48
2018-04-04,33.86,32.87,57.02
2018-04-05,45.23,38.29,57.14
2018-04-06,23.61,24.4,49.2
2018-04-09,26.38,27.38,50.59
2018-04-10,46.23,38.09,54.76
2018-04-11,38.88,35.51,52.57
2018-04-12,52.38,38.69,55.75
2018-04-13,47.61,38.69,53.96
2018-04-16,70.23,49.6,57.34
2018-04-17,79.36,58.53,59.72
2018-04-18,80.95,60.51,60.11
2018-04-19,72.42,52.57,57.14
2018-04-20,62.1,45.63,54.96
2018-04-23,62.69,47.61,56.74
2018-04-24,50.39,41.46,51.98
2018-04-25,51.38,41.86,52.77
2018-04-26,58.53,46.82,55.75
2018-04-27,62.1,49.2,54.36
2018-04-30,50.99,45.43,50.39
2018-05-01,50.59,45.83,52.38
2018-05-02,41.86,38.88,48.21
2018-05-03,37.22,37.82,47.72
2018-05-04,50.29,46.53,53.26
2018-05-07,51.08,47.12,53.46
2018-05-08,49.1,45.54,52.27
2018-05-09,57.02,51.48,54.65
2018-05-10,60.99,60,58.41
2018-05-11,63.36,60.79,60
2018-05-14,64.75,60.99,59.2
2018-05-15,58.81,53.66,56.83
2018-05-16,66.53,56.83,57.82
2018-05-17,65.94,56.83,57.02
2018-05-18,63.76,56.83,58.21
2018-05-21,71.68,62.77,60.39
2018-05-22,67.32,61.18,58.41
2018-05-23,68.71,60.79,59.2
2018-05-24,65.07,60.51,59.32
2018-05-25,64.68,59.52,57.53
2018-05-29,46.82,50.59,50.99
2018-05-30,64.88,60.91,56.94
2018-05-31,47.42,52.38,52.38
2018-06-01,59.04,60.03,56.26
2018-06-04,60.39,59.6,56.43
2018-06-05,59.6,59.4,58.01
2018-06-06,68.11,65.74,60.19
2018-06-07,70.49,67.52,61.58
2018-06-08,77.38,71.23,61.9
2018-06-11,76.19,73.41,63.09
2018-06-12,74,74,63.69
2018-06-13,65.67,67.06,60.71
2018-06-14,68.25,69.84,60.91
2018-06-15,64.88,68.25,60.31
2018-06-18,61.03,65.8,60.03
2018-06-19,58.13,63.49,55.75
2018-06-20,60.31,63.09,56.15
2018-06-21,51.58,57.93,55.15
2018-06-22,54.16,61.11,57.73
2018-06-25,39.28,52.97,54.16
2018-06-26,37.69,53.57,53.17
2018-06-27,32.53,48.01,50.79
2018-06-28,34.52,50.99,52.38
2018-06-29,34.85,52.47,52.87
2018-07-02,31.08,51.08,52.27
2018-07-03,31.08,51.08,52.87
2018-07-05,41.38,55.84,55.64
2018-07-06,52.67,59,57.62
2018-07-09,68.11,66.73,60.39
2018-07-10,73.41,69.64,61.5
2018-07-11,56.94,59.72,58.92
2018-07-12,66.07,64.68,59.72
2018-07-13,70.63,65.67,60.11
2018-07-16,64.48,62.89,59.32
2018-07-17,71.03,65.47,60.91
2018-07-18,72.22,66.86,61.9
2018-07-19,72.42,65.47,61.11
2018-07-20,64.28,61.7,59.92
2018-07-23,63.49,62.3,58.33
2018-07-24,62.3,63.09,58.53
2018-07-25,69.44,66.26,61.3
2018-07-26,73.8,72.22,63.88
2018-07-27,62.5,67.06,62.1
2018-07-30,55.15,62.89,61.11
2018-07-31,60.59,66.53,64.55
2018-08-01,54.65,61.58,61.98
2018-08-02,59,62.37,62.97
2018-08-03,62.77,65.14,64.95
2018-08-06,65.74,67.32,65.74
2018-08-07,68.31,70.29,65.74
2018-08-08,64.35,69.1,65.74
2018-08-09,64.35,67.52,64.95
2018-08-10,51.88,61.18,61.38
2018-08-13,46.73,57.02,59.4
2018-08-14,55.84,61.78,63.56
2018-08-15,46.93,57.02,61.78
2018-08-16,57.02,61.98,64.35
2018-08-17,61.58,65.34,64.55
2018-08-20,64.95,68.51,65.54
2018-08-21,69.5,71.08,65.54
2018-08-22,65.14,69.9,64.95
2018-08-23,59.4,66.33,63.76
2018-08-24,67.52,68.91,64.95
2018-08-27,78.01,72.87,66.13
2018-08-28,77.42,72.47,66.33
2018-08-29,82.14,75,67.65
2018-08-30,66.66,68.65,65.87
2018-08-31,67.06,68.84,65.87
2018-09-04,60.79,66.73,65.34
2018-09-05,64.95,68.11,64.95
2018-09-06,62.17,66.73,63.96
2018-09-07,54.25,63.56,63.16
2018-09-10,58.41,65.74,63.56
2018-09-11,57.82,64.55,63.56
2018-09-12,56.83,65.14,63.76
2018-09-13,62.89,66.86,63.09
2018-09-14,63.09,68.45,63.29
2018-09-17,55.75,65.87,63.09
2018-09-18,61.11,65.87,63.69
2018-09-19,57.14,65.27,66.07
2018-09-20,65.07,70.03,69.44
2018-09-21,66.66,69.84,70.03
2018-09-24,54.76,59.72,65.87
2018-09-25,49.6,57.34,64.48
2018-09-26,45.63,54.96,62.1
2018-09-27,46.03,54.76,62.3
2018-09-28,48.8,54.76,62.3
2018-10-01,48.81,55.92,62.05
2018-10-02,46.53,55.84,61.78
2018-10-03,45.14,53.06,62.17
2018-10-04,33.46,49.5,62.37
2018-10-05,32.67,47.52,60.99
2018-10-08,39,47.92,62.77
2018-10-09,36.03,45.94,60.79
2018-10-10,13.46,22.17,49.9
2018-10-11,4.15,10.69,37.22
2018-10-12,6.54,15.07,41.86
2018-10-15,9.52,14.08,42.46
2018-10-16,23.8,25.59,50.59
2018-10-17,24,25.59,48.21
2018-10-18,20.43,21.82,43.65
2018-10-19,25,22.42,43.84
2018-10-22,19.24,19.44,41.46
2018-10-23,18.25,17.26,40.07
2018-10-24,15.67,13.29,32.34
2018-10-25,20.63,16.07,36.11
2018-10-26,15.07,10.11,32.14
2018-10-29,21.62,15.67,32.53
2018-10-30,32.14,21.82,39.48
2018-10-31,35.71,21.42,39.48
2018-11-01,50.19,25.19,43.65
2018-11-02,49,23.01,42.46
2018-11-05,61.9,28.76,44.84
2018-11-06,69.44,34.92,45.83
2018-11-07,82.3,47.91,49.7
2018-11-08,80.11,48.9,49.9
2018-11-09,73.95,46.12,47.51
2018-11-12,57.05,35.38,42.94
2018-11-13,59.04,37.17,43.14
2018-11-14,53.08,32.8,40.35
2018-11-15,65.6,36.97,42.94
2018-11-16,66.6,40.55,43.53
2018-11-19,53.87,35.78,39.16
2018-11-20,38.96,28.03,34.19
2018-11-21,41.35,28.82,34.59
2018-11-23,38.17,29.22,34.99
2018-11-26,49.1,35.98,37.97
2018-11-27,46.52,37.57,37.77
2018-11-28,66.73,50.39,44.62
2018-11-29,62.74,49,43.62
2018-11-30,67.99,55.86,45.72
2018-12-03,79.92,63.61,49.9
2018-12-04,39.36,40.55,40.95
2018-12-05,39.36,40.55,40.95
2018-12-06,37.77,40.55,39.36
2018-12-07,18.68,26.04,34.79
2018-12-10,20.87,27.63,36.38
2018-12-11,24.25,29.02,35.38
2018-12-12,28.23,32.4,36.58
2018-12-13,28.82,29.62,35.58
2018-12-14,15.1,22.66,31.41
2018-12-17,4.17,15.5,24.25
2018-12-18,4.77,14.91,25.64
2018-12-19,2.18,11.72,20.87
2018-12-20,1.39,7.35,16.5
2018-12-21,1.19,5.96,14.51
2018-12-24,0.19,1.19,9.56
2018-12-26,2.98,4.58,15.13
2018-12-27,5.97,7.37,17.52
2018-12-28,5.97,6.97,17.33
2018-12-31,14.14,10.95,20.31
2019-01-02,18.21,6.53,17.02
2019-01-03,7.34,2.97,12.5
2019-01-04,43.05,11.5,19.44
2019-01-07,58.13,17.06,22.22
2019-01-08,72.42,24.6,25.99
2019-01-09,79.76,28.76,26.78
2019-01-10,86.3,37.89,27.97
2019-01-11,87.69,36.7,29.16
2019-01-14,85.91,32.73,26.98
2019-01-15,91.67,41.27,29.96
2019-01-16,91.26,43.65,29.56
2019-01-17,93.84,52.77,31.74
2019-01-18,97.02,69.44,37.69
2019-01-22,92.26,57.93,33.33
2019-01-23,90.47,59.52,32.73
2019-01-24,87.5,64.28,33.73
2019-01-25,89.08,71.23,36.9
2019-01-28,85.91,69.64,35.31
2019-01-29,84.12,72.42,35.71
2019-01-30,88.31,78.61,42.37
2019-01-31,90.49,82.77,42.77
2019-02-01,88.11,83.96,45.14
2019-02-04,89.7,87.32,47.92
2019-02-05,90.29,87.92,49.5
2019-02-06,85.34,85.74,49.5
2019-02-07,76.83,80.99,45.94
2019-02-08,74.45,80.79,46.93
2019-02-11,72.87,80.79,47.32
2019-02-12,80,86.73,52.27
2019-02-13,81.38,88.51,55.24
2019-02-14,78.81,87.92,53.86
2019-02-15,87.5,91.26,57.53
2019-02-19,89.68,91.86,58.73
2019-02-20,88.69,91.46,59.92
2019-02-21,82.93,90.47,58.33
2019-02-22,83.92,91.46,59.52
2019-02-25,83.33,90.47,59.12
2019-02-26,79.56,91.07,57.73
2019-02-27,75.19,91.66,57.93
2019-02-28,72.02,90.27,56.94
2019-03-01,76.38,89.88,58.53
2019-03-04,70.29,87.72,58.61
2019-03-05,64.55,86.93,57.02
2019-03-06,47.92,82.97,54.45
2019-03-07,35.84,78.81,50.49
2019-03-08,32.47,74.05,49.3
2019-03-11,50.49,80.79,53.86
2019-03-12,52.47,80.79,54.85
2019-03-13,59.6,81.78,56.23
2019-03-14,58.61,78.81,55.04
2019-03-15,59.8,78.01,56.03
2019-03-18,66.73,79,59
2019-03-19,63.56,77.02,55.84
2019-03-20,50.29,69.3,53.26
2019-03-21,70.49,74.25,57.62
2019-03-22,46.73,60.79,51.88
2019-03-25,46.13,60.59,52.07
2019-03-26,56.83,65.74,53.66
2019-03-27,52.67,63.36,53.86
2019-03-28,57.02,65.14,55.04
2019-03-29,68.31,69.7,57.02
2019-04-01,83.16,77.62,61.78
2019-04-02,80,77.22,62.57
2019-04-03,77.22,76.43,62.97
2019-04-04,78.01,79,65.34
2019-04-05,84.75,82.77,67.32
2019-04-08,81.38,81.98,67.92
2019-04-09,74.05,76.63,64.95
2019-04-10,80.19,79.6,67.12
2019-04-11,78.81,79.6,67.32
2019-04-12,80.99,82.97,71.08
2019-04-15,78.41,80.19,69.7
2019-04-16,69.9,75.24,70.29
2019-04-17,64.15,69.3,69.7
2019-04-18,64.15,69.9,70.49
2019-04-22,62.17,67.32,69.5
2019-04-23,66.33,73.06,72.47
2019-04-24,66.13,73.26,71.88
2019-04-25,60.39,70.29,70.89
2019-04-26,64.75,71.08,70.69
2019-04-29,58.61,69.7,70.29
2019-04-30,63.76,72.07,70.89
2019-05-01,53.26,65.54,68.11
2019-05-02,52.87,66.13,67.92
2019-05-03,61.18,72.27,69.3
2019-05-06,56.03,68.71,68.71
2019-05-07,36.23,53.26,66.13
2019-05-08,31.48,52.07,63.76
2019-05-09,30.89,49.3,63.96
2019-05-10,40,55.24,64.35
2019-05-13,25.54,35.64,55.84
2019-05-14,29.9,43.16,57.42
2019-05-15,34.45,43.76,58.21
2019-05-16,41.38,49.9,59
2019-05-17,36.83,47.32,58.01
2019-05-20,32.07,42.17,57.02
2019-05-21,42.17,49.3,60.39
2019-05-22,41.38,47.92,58.81
2019-05-23,31.88,40.59,54.85
2019-05-24,33.06,41.98,54.85
2019-05-28,25.34,34.45,51.88
2019-05-29,17.82,30.09,50.89
2019-05-30,22.77,31.48,51.08
2019-05-31,19.6,28.11,48.31
2019-06-03,26.19,29.36,49
2019-06-04,47.22,38.29,55.75
2019-06-05,60.51,46.03,58.53
2019-06-06,66.07,49,59.32
2019-06-07,72.81,51.58,60.91
2019-06-10,76.38,54.96,61.7
2019-06-11,75.99,54.76,61.11
2019-06-12,72.61,51.78,60.71
2019-06-13,80.15,57.93,62.1
2019-06-14,77.38,54.36,61.11
2019-06-17,74.4,53.57,61.11
2019-06-18,84.92,61.11,65.27
2019-06-19,86.3,61.5,66.26
2019-06-20,91.26,67.85,69.04
2019-06-21,87.5,67.06,67.85
2019-06-24,82.93,62.89,68.65
2019-06-25,77.18,62.3,67.65
2019-06-26,63.69,59.92,66.26
2019-06-27,68.84,64.68,67.65
2019-06-28,76.19,72.22,71.42
2019-07-01,78.17,75.79,72.22
2019-07-02,80.07,75.09,71.91
2019-07-03,86.45,81.27,73.9
2019-07-05,85.65,80.87,73.7
2019-07-08,79.48,76.69,71.71
2019-07-09,75.49,76.89,71.51
2019-07-10,75.24,77.64,71.45
2019-07-11,73.25,78.64,71.45
2019-07-12,79.64,83.83,72.85
2019-07-15,77.04,83.23,72.45
2019-07-16,73.05,82.03,72.45
2019-07-17,56.68,75.84,70.85
2019-07-18,60.07,77.64,70.45
2019-07-19,52.89,75.04,71.05
2019-07-22,51.29,72.25,71.05
2019-07-23,61.47,77.24,72.85
2019-07-24,63.67,80.23,75.24
2019-07-25,55.28,75.24,72.65
2019-07-26,60.07,77.44,74.45
2019-07-29,58.01,75.04,73.86
2019-07-30,58.41,75.04,73.86
2019-07-31,41.58,67.32,71.08
2019-08-01,29.5,53.86,66.73
2019-08-02,27.92,47.72,64.95
2019-08-05,11.48,26.53,53.46
2019-08-06,20.79,34.25,57.62
2019-08-07,24.35,37.02,57.22
2019-08-08,37.22,50.09,62.17
2019-08-09,32.93,42.65,59.72
2019-08-12,27.63,37.17,56.85
2019-08-13,37.22,41.38,59
2019-08-14,18.21,25.74,52.47
2019-08-15,23.96,28.91,52.07
2019-08-16,34.45,36.23,54.45
2019-08-19,43.56,44.15,57.22
2019-08-20,38.21,39.4,55.64
2019-08-21,46.73,43.36,57.62
2019-08-22,46.93,44.55,57.42
2019-08-23,25.54,29.1,51.08
2019-08-26,35.04,35.04,53.66
2019-08-27,34.25,33.66,52.47
2019-08-28,43.16,36.03,54.45
2019-08-29,61.98,43.16,56.43
2019-08-30,67.72,44.75,57.02
2019-09-03,50.09,40.39,55.44
2019-09-04,70.69,45.34,56.63
2019-09-05,84.95,55.44,62.97
2019-09-06,85.54,56.23,64.55
