Date,naaim_mean,most_bullish,most_bearish
2024-06-19,85.26,200,-200
2024-06-26,85.44,200,-100
2024-07-03,103.66,200,0
2024-07-10,93.84,200,-200
2024-07-17,87.94,200,-200
2024-07-24,76.7,200,-100
2024-07-31,83.93,200,-100
2024-08-07,75.33,200,-150
2024-08-14,56.57,200,-200
2024-08-21,74.68,200,-200
2024-08-28,81.34,200,-200
2024-09-04,70.65,200,-200
2024-09-11,71.93,200,-200
2024-09-18,87.46,200,-200
2024-09-25,86.64,200,-200
2024-10-02,86.93,200,-100
2024-10-09,90.26,200,-75
2024-10-16,81.68,200,-200
2024-10-23,79.13,200,-200
2024-10-30,82.53,200,-100
2024-11-06,88.31,200,-100
2024-11-13,91.6,200,-100
2024-11-20,91.33,200,-67
2024-11-27,98.93,200,0
2024-12-04,85.49,200,-100
2024-12-11,99.24,200,-75
2024-12-18,82.5,200,-100
2024-12-25,80.39,200,-200
2025-01-01,64.1,200,-200
2025-01-08,65.38,200,-100
2025-01-15,70.21,200,-100
2025-01-22,86.08,200,0
2025-01-29,68.28,200,-200
2025-02-05,84.91,200,-50
2025-02-12,75.62,200,-100
2025-02-19,91.48,200,-50
2025-02-26,87.87,200,0
2025-03-05,74.96,200,-200
2025-03-12,68.8,200,-200
2025-03-19,64.64,200,-66
2025-03-26,57.55,143.61,-100
2025-04-02,49.37,200,-200
2025-04-09,56.96,200,0
2025-04-16,35.16,200,-200
2025-04-23,40.67,107.16,-100
2025-04-30,59.92,200,-200
2025-05-07,81.06,200,-50
2025-05-14,70.56,200,-200
2025-05-21,80.87,200,-100
2025-05-28,88.41,200,-75
2025-06-04,81.62,200,-200
2025-06-11,82.66,200,-200
2025-06-18,94.09,200,-75
2025-06-25,81.41,200,-200
2025-07-02,99.3,200,-40
2025-07-09,86.28,200,-200
2025-07-16,83.69,200,-125
2025-07-23,81.07,200,-200
2025-07-30,76.85,200,-200
2025-08-06,96.26,200,0
2025-08-13,85.66,200,-200
2025-08-20,98.15,200,0
2025-08-27,92.94,200,0
2025-09-03,81.58,200,-200
2025-09-10,86.11,200,-200
2025-09-17,84.76,200,-200
2025-09-24,86.24,200,-100
2025-10-01,80.66,200,-200
2025-10-08,84.57,200,-200
2025-10-15,84.87,200,-100
2025-10-22,90.35,200,-100
2025-10-29,100.83,200,-100
2025-11-05,90.06,200,0
2025-11-12,87.87,200,0
2025-11-19,86.56,200,-100
2025-11-26,89.92,200,0
2025-12-03,98.57,200,0
2025-12-10,97.13,200,-50
2025-12-17,100.7,200,0
2025-12-24,95.08,200,0
2025-12-31,92.93,200,0
2026-01-07,97.72,200,0
2026-01-14,96.01,200,0
2026-01-21,88.46,200,-200
2026-01-28,92.58,200,0
2026-02-04,84.93,200,-200
2026-02-11,80.61,200,-200
2026-02-18,82.87,200,0
2026-02-25,74.93,200,-200
2026-03-04,79.29,200,0
2026-03-11,66.99,200,-200
2026-03-18,60.24,200,-200
2026-03-25,68.52,200,-0.14
2026-04-01,68.36,200,-100
2026-04-08,69.38,200,-0.04
2026-04-15,79.49,200,-200
2026-04-22,94.15,200,0
2026-04-29,93.79,200,-50
2026-05-06,96.67,200,0
2026-05-13,77.34,200,-200
2026-05-20,82.02,200,-100
2026-05-27,98.39,200,0
2026-06-03,86.82,200,-200
