date,o,h,l,c,v
2004-09-29,19.667722702026367,19.722959297507828,19.663777983442216,19.667722702026367,205800
2004-09-30,19.726907910399177,19.857106225028755,19.722963191036296,19.825542449951172,27900
2004-10-01,19.864997406036736,20.220082381584508,19.8255441887731,20.19246482849121,129800
2004-10-04,20.275308690289727,20.338434713547343,20.275308690289727,20.279254913330078,8100
2004-10-05,20.279260555192913,20.318713766313973,20.259532444588853,20.275314331054688,11900
2004-10-06,20.318712371610467,20.37000274658203,20.314767652786543,20.37000274658203,9300
2004-10-07,20.377891532354067,20.377891532354067,20.1608943939209,20.1608943939209,7900
2004-10-08,20.346333716578847,20.346333716578847,20.220081620037718,20.25953483581543,16400
2004-10-11,20.31871173836383,20.31871173836383,20.160895899543654,20.18062400817871,4500
2004-10-12,20.200365090728535,20.247709274291992,20.1214571147598,20.247709274291992,3600
2004-10-13,20.338435822535352,20.350272987258737,20.298982620239258,20.298982620239258,2500
2004-10-14,20.298986119383777,20.460746684751207,20.298986119383777,20.45680046081543,19200
2004-10-15,20.555433313233323,20.665904998779297,20.547543876091705,20.665904998779297,9800
2004-10-18,20.654065576605753,20.831607993763008,20.63039425768023,20.7763729095459,4000
2004-10-19,20.831610269533265,20.910518186339438,20.665904998779297,20.665904998779297,6200
2004-10-20,20.63433528857947,20.63433528857947,20.373940291627687,20.567264556884766,5500
2004-10-21,20.52781352552574,20.7763729095459,20.52781352552574,20.7763729095459,7400
2004-10-22,20.772430643326913,20.87106516394092,20.61067008972168,20.61067008972168,69900
2004-10-25,20.59489758043783,20.59489758043783,20.441027899042243,20.51204490661621,14000
2004-10-26,20.567268882987854,20.70535659790039,20.52386945686014,20.70535659790039,9000
2004-10-27,20.85527625822831,20.94996452331543,20.80793212568475,20.94996452331543,9100
2004-10-28,20.914461600819028,21.009151396090857,20.898681222476423,20.961807250976562,12800
2004-10-29,21.080162769113763,21.080162769113763,20.90262039077187,20.94996452331543,50200
2004-11-01,20.989419446108005,21.15512466430664,20.981528506425757,21.15512466430664,5400
2004-11-02,21.194579135716634,21.194579135716634,20.94996452331543,20.94996452331543,14100
2004-11-03,21.26165368542977,21.26165368542977,21.131456921278055,21.16301918029785,12800
2004-11-04,21.147246612290218,21.48260498046875,21.147246612290218,21.48260498046875,5200
2004-11-05,21.419471433053197,21.419471433053197,20.871063775723044,20.902626037597656,51900
2004-11-08,20.96970002009647,20.993371342194862,20.867119274192213,20.957862854003906,31600
2004-11-09,20.96180437401651,21.036766052246094,20.926295893793437,21.036766052246094,22300
2004-11-10,21.06833587312692,21.241932101335397,21.013099272973644,21.186697006225586,13600
2004-11-11,21.198526195624048,21.360286712646484,21.18669053744092,21.360286712646484,13600
2004-11-12,21.411588490258328,21.77850914001465,21.380024711548884,21.77850914001465,14900
2004-11-15,21.908699693425444,22.07835119281805,21.877137428794207,22.05467987060547,39900
2004-11-16,22.180934971193253,22.180934971193253,21.92053985595703,21.92053985595703,26000
2004-11-17,21.99549719696722,22.01522379927423,21.336619348644764,21.41158103942871,21500
2004-11-18,21.61673652652569,21.61673652652569,21.19852572124546,21.376068115234375,80200
2004-11-19,21.411574936329696,21.47864566606452,21.15512466430664,21.15512466430664,74800
2004-11-22,21.24193561450042,21.312952607113683,21.107792573458003,21.301116943359375,84200
2004-11-23,21.28533167521149,21.466818847497503,21.21431469387462,21.391857147216797,9100
2004-11-24,21.60096334418936,21.81795902198072,21.60096334418936,21.762723922729492,10600
2004-11-26,21.857414469820117,21.892922964103132,21.719325212033457,21.739051818847656,11800
2004-11-29,21.798230635409034,21.798230635409034,21.557562146862722,21.66014289855957,86900
2004-11-30,21.739054416627845,21.77850914001465,21.58913098288942,21.77850914001465,32800
2004-12-01,21.837694224983068,22.240123470150984,21.829804783450122,22.20067024230957,23600
2004-12-02,22.200662006980238,22.200662006980238,21.91264933645247,22.01128387451172,36900
2004-12-03,22.094137065430488,22.31507897790051,22.094137065430488,22.307188034057617,35800
2004-12-06,22.350583605725085,22.512344163908526,22.275620404709066,22.41370964050293,53800
2004-12-07,22.461058428550917,22.461058428550917,22.098082524840972,22.12964630126953,47900
2004-12-08,22.17699225235829,22.291408693588995,22.094139590105907,22.18882942199707,76000
2004-12-09,22.20854249203212,22.350576400756836,22.070453300752913,22.350576400756836,24900
2004-12-10,22.330854656031608,22.539960861206055,22.322965218894456,22.539960861206055,13700
2004-12-13,22.6070224446842,22.6070224446842,22.45315289716957,22.476825714111328,14900
2004-12-14,22.449216199840432,22.484724685416577,22.338744519690625,22.45710563659668,12800
2004-12-15,22.55179581743685,22.55968675937082,22.366362444596792,22.500505447387695,21700
2004-12-16,22.536019549753767,22.536019549753767,22.295351028442383,22.295351028442383,11000
2004-12-17,22.350580634564015,22.547849655151367,22.113856906833284,22.547849655151367,28300
2004-12-20,22.52812818483984,22.52812818483984,22.374258544265484,22.468948364257812,10500
2004-12-21,22.547854251947655,22.72539520263672,22.547854251947655,22.72539520263672,12500
2004-12-22,22.753641093783397,22.89484214782715,22.713296836216568,22.89484214782715,21200
2004-12-23,22.814150625728736,22.87466623053263,22.63260535029281,22.72136116027832,27100
2004-12-27,22.721372698358827,22.733475209875046,22.491415745691405,22.551931381225586,24900
2004-12-28,22.59226645092427,22.67698708076099,22.58823279477891,22.63664436340332,14800
2004-12-29,22.693113724487056,22.773800658858065,22.672942375638122,22.765731811523438,29400
2004-12-30,22.830280694435444,22.890796279011784,22.733456066908346,22.874658584594727,33700
2004-12-31,22.943248372752524,22.96341972734851,22.814149856567383,22.814149856567383,36500
2005-01-03,22.894831016894965,22.894831016894965,22.390539584804767,22.54787826538086,31900
2005-01-04,22.547875872352073,22.70521453622965,22.20899200439453,22.20899200439453,52500
2005-01-05,22.25740804759591,22.25740804759591,21.313375873390974,21.470714569091797,77300
2005-01-06,21.442466448158825,21.712765843182222,21.442466448158825,21.6361141204834,42200
2005-01-07,21.7329494625982,21.736984657057544,21.490890120213624,21.58771324157715,24200
2005-01-10,21.56350861277155,21.644195574654553,21.462650295161744,21.51913070678711,12500
2005-01-11,21.531234010197117,21.54333805526231,21.24076309122197,21.30127716064453,25300
2005-01-12,21.34162296316891,21.34162296316891,20.873640379677077,21.200420379638672,82800
2005-01-13,21.196386723641105,21.543339620518424,21.16814651473025,21.200420379638672,34200
2005-01-14,21.39810293896151,21.48282356394397,21.301278268284467,21.4626522064209,219900
2005-01-18,21.44247891967764,21.69664077175759,21.37792965802587,21.672435760498047,26000
2005-01-19,21.74503934182582,21.983064873671996,21.636112247017426,21.69259262084961,29600
2005-01-20,21.7248760099086,21.78942525680046,21.53929711746643,21.6240177154541,32500
2005-01-21,21.60384369107128,21.793457753654792,21.527191950802003,21.644187927246094,61200
2005-01-24,21.684533664380048,21.704705015807633,21.46264572072567,21.470714569091797,18100
2005-01-25,21.583679623147074,21.583679623147074,21.063250343253454,21.067285537719727,31000
2005-01-26,21.152001164795614,21.152001164795614,20.942215732327753,21.002731323242188,26400
2005-01-27,21.07535364514106,21.07535364514106,20.732434459451017,20.853464126586914,17200
2005-01-28,20.91801605132806,20.98256531796009,20.796986368764987,20.8857421875,65900
2005-01-31,21.0430793987856,21.079388454812253,20.684024033064162,20.861534118652344,40500
2005-02-01,20.93818170364082,21.047107302979743,20.85749476352185,21.014833450317383,25600
2005-02-02,21.099557119950152,21.24882698059082,21.010802857962087,21.24882698059082,24500
2005-02-03,21.28110388908481,21.381962201355353,21.252863684767114,21.313379287719727,13900
2005-02-04,21.373903912621184,21.60386085510254,21.373903912621184,21.60386085510254,20000
2005-02-07,21.624018468617976,21.696636566272538,21.494919970337758,21.53122901916504,40900
2005-02-08,21.58367347717285,21.58367347717285,21.502986539556577,21.58367347717285,11500
2005-02-09,21.624025316982284,21.757159051171147,21.61999166093534,21.720849990844727,19900
2005-02-10,21.76522179544688,21.88625144958496,21.632088098612112,21.88625144958496,24100
2005-02-11,21.821705235798714,21.962906262119738,21.700675564812723,21.950803756713867,27100
2005-02-14,21.9871093790525,22.027452083423857,21.88625107914859,21.954833984375,40600
2005-02-15,21.987105576457918,22.067792510221622,21.954830187362333,22.051654815673828,38200
2005-02-16,22.067789126624426,22.200921238792766,21.942724321517787,22.180749893188477,19400
2005-02-17,22.19689484049714,22.23320389004278,22.13637924492923,22.16461944580078,23600
2005-02-18,22.063759598590362,22.063759598590362,21.853974164702066,21.970970153808594,22900
